' गत परसों से पहले का दिन या आज से पहले का तीसरा दिन ',temporal
' समय का महत्व समझनेवाला या पालन करनेवाला',atemporal
' हिन्दू धर्म का वह संस्कार जो गर्भ के धारण के समय होता है',atemporal
' वह समय जब कोई अधेड़ हो',temporal
' रात के बीच का समय या रात के बारह बजे का समय',temporal
' लिए गए व्रत के अनुसार गरीबों में एक निश्चित समय सीमा तक प्रतिदिन भोजन और अन्य जरूरी वस्तुएँ बाँटने का कार्य',atemporal
' वह दिन या समय जिसमें कष्ट देनेवाली घटनाएँ हों',temporal
' पारसियों के नए साल का पहला दिन',temporal
' उसी समय का',temporal
' मसालों के साथ तेल में या यों ही कुछ दिन रखकर खट्टा किया हुआ फल या तरकारी आदि',atemporal
' वह क्रम, व्यवस्था अथवा समय जिसमें उपस्थित व्यक्ति कोई काम एक बार बारी-बारी से संपादित करे',atemporal
' सोते समय नाक से आवाज़ निकलना',temporal
' वह धनराशि जो किसी बीमा पालिसी के लिए एक नियमित समय पर किस्तों में भुगतानित की जाती है',temporal
' अवधि, सीमा आदि के विचार से नियत समय पर',atemporal
' वह दिन जो शुभ हो ',atemporal
' सूर्योदय के दो घड़ी पहले का समय',temporal
' प्राचीन काल में मनाया जाने वाला एक उत्सव जो वसंत पंचमी के दूसरे दिन होता था',temporal
' दो विषुवों के बीच का समय ',temporal
' प्रति ईकाई समय में तय की गई दूरी',atemporal
' किसी सरकारी सूचना को पाने की माँग पर, समय पर जवाब पाने का नागरिक अधिकार',atemporal
' वह समय जब कोई काम न हो अथवा खाली समय',atemporal
' महाजन से कर्ज लेने पर उसके द्वारा दिया हुआ वह दस्तावेज जिस पर यह लिखा होता है कि अमुक समय के अंदर ब्याज के साथ इस कर्ज को चुकाना आदि आवश्यक है',atemporal
' गन्ने को पहले पहल पेरते समय इसका कुछ भाग ब्राह्मणों को पिलाने की क्रिया',atemporal
' कार्तिक शुक्ला द्वितीया को मनाया जानेवाला एक त्योहार, इस दिन भाई को बहन टीका लगाती है',atemporal
' इक्कीसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि बाइस की क्रमसूचक संख्या होती है',atemporal
' व्याकरण में वह वर्ण जिसका उच्चारण करते समय जीभ कुछ ऊपर उठकर और मुख के किसी भाग को स्पर्श करते हुए बहुत थोड़े समय के लिए श्वास रोक देती है',atemporal
' कठिन समय पर काम आने के लिए बचाकर रखा हुआ धन',atemporal
' प्राचीन काल का एक प्रकार का बाजा जिसे युद्ध के समय घोड़े की पीठ पर रखकर बजाया जाता था',atemporal
' ब्राह्मण, क्षत्रिय और वैश्य जिनका यज्ञोपवीत संस्कार के समय फिर से जन्म लेना माना जाता है',atemporal
' वह अमावस्या जिस दिन चंद्रमा बिलकुल दिखाई न दे',atemporal
' सौ वर्ष का समय',temporal
' वह समय जब चंद्रमा स्वाति नक्षत्र में होता है',temporal
' किसी खेल को खेलते समय किसी कारण से असफल होने पर उस खेल से बाहर होना',atemporal
' वह गाय जो अगली बार ब्याने के समय तक बराबर दूध देती रहे',atemporal
' जिसे सोने के समय भी नींद न आती हो',atemporal
' बहुत थोड़ा समय',temporal
' भाद्रपद वद्य षष्ठी के दिन मंगलवार, रोहिणी नक्षत्र, व्यतीपात योग, सूर्य नक्षत्र हस्त, इनका योग',temporal
' कपड़े, चमड़े आदि को सिलते समय उन पर बनने वाली धागों की रेखा',atemporal
' युद्ध के समय बजाया जानेवाला एक प्रकार का वाद्य',atemporal
' जो इस समय हो या चल रहा हो',temporal
' तीन दिन',atemporal
' विचार, निश्चय आदि के लिए कुछ समय तक रोका या टाला हुआ',atemporal
' वह गीत जो आरती करते समय गाया या पढ़ा जाता है',atemporal
' जिसकी इच्छा की गई हो',temporal
' पीड़ा के समय दुःखसूचक शब्द या ध्वनि निकालना',atemporal
' बृहस्पतिवार के बाद और शनिवार के पहले का दिन',atemporal
' दुहते समय गाय,भैंस आदि के थन में दूध उतरना',atemporal
' वह व्यक्ति जो सोते समय खाट पर ही पेशाब कर देता हो ',atemporal
' वह गड्ढा जो कुआँ बनाते समय पहले खोदा जाता है ',atemporal
' संगीत में गीत तथा वाद्य का समय निरूपित करने के लिए उतना काल जितना एक स्वर के उच्चारण में लगता है',atemporal
' महाभारत के समय का एक राजा जो दुर्योधन का बहनोई था और अर्जुन के हाथों मारा गया था',atemporal
' टूटते या गिरते समय अरर शब्द करना',atemporal
' वह नियत काल जिसमें कोई कार्य एक बार आरंभ होकर कुछ समय तक बराबर होता रहता है',temporal
' शरीर की वह स्वाभाविक क्रिया जिसमें धड़ और बाँहें कुछ समय के लिए तनती या ऐंठती हैं',atemporal
' डिंब अथवा अंडाणु के गर्भाधान के समय से लेकर बच्चे के जन्म लेने तक का समय',temporal
' दिन के समय जागते रहने पर भी स्वप्न देखने के समान तरह तरह की असंभव कल्पनाएँ करने की क्रिया',atemporal
' पूजन के समय मंत्र द्वारा किसी देवता को अपने निकट बुलाने का कार्य',atemporal
' किसी बात या विषय की वह स्थिति जो किसी विशिष्ट समय में रही हो अथवा प्रस्तुत समय में हो',temporal
' संस्कृति के इतिहास में वह काल मान जो समय और अवस्था आदि की दृष्टि से अपना एक परिभाष्य या महत्वपूर्ण स्थान रखता हो',temporal
' वह वस्तु जो यात्रा के समय शुभ समझी जाती है',atemporal
' विवाह के समय वर को पहनाया जानेवाला एक प्रकार का शिरोभूषण',atemporal
' समय का पालन न करनेवाला या समय के महत्व को न समझनेवाला',atemporal
' सिक्ख गुरुओं के अवतार या प्रकाश के दिन मनाया जाने वाला उत्सव या पर्व',atemporal
' कई पदों वाले नाम के प्रत्येक पद का आरंभिक अक्षर जिसका प्रयोग प्रायः संक्षिप्त रूप में नाम बताने, हस्ताक्षर करने आदि के समय होता है',atemporal
' एक स्थान पर एक ही समय में होने वाला बहुत से लोगों आदि का जमाव',atemporal
' किस अवधि में या समय पर',temporal
' किसी उत्सव या सामारोह के समय आनंद मनाने के लिए खुली जगह में सब लोगों के सामने जलाई जानेवाली आग',atemporal
' विवाह के समय की वह रस्म जिसमें वर और कन्या पक्ष के लोग आपस में गले मिलते हैं तथा कन्या-पक्ष के लोग वर-पक्ष के लोगों को कुछ धन भेंट करते हैं',atemporal
' वह समय जब चंद्रमा उत्तरा-भाद्रपद नक्षत्र में होता है',temporal
' एक प्राकृतिक घटना जिसमें जलाशय या समुद्र का जल कुछ समय के लिए ऊपर उठकर स्तंभ का रूप धारण कर लेता है',atemporal
' एक सूर्योदय से लेकर दूसरे सूर्योदय तक का समय जो चौबीस घंटे का माना जाता है',temporal
' अपने समय का वह बहुत बड़ा व्यक्ति जिसके जोड़ का उसके समय में कोई न हुआ हो',atemporal
' गणित में दो या उससे अधिक अंकों को जोड़ते समय उस संख्या का नई गिनती में आना जो योग की अंत की संख्या या इकाई संख्या लिख लेने पर बाकी रहती है',atemporal
' दुख या उदासी के समय ली जानेवाली ठंडी साँस',atemporal
' समय, स्थान आदि के विचार से थोड़े ही अन्तर पर या कम दूरी पर',temporal
' वह तिथि या दिन जो किसी के मरने की तिथि या दिन के ठीक वर्ष-वर्ष बाद पड़ता हो',temporal
' जो बीते हुए समय से संबंधित हो',temporal
' सोते समय दिखाई देने वाला मानसिक दृश्य या घटना',atemporal
' कोई काम (विशेषतः अनुपयुक्त या अनुचित काम) करते समय मन को होनेवाला यह औचित्यपूर्ण विचार कि इस काम से बड़ों के मान को ठेस लगेगी',atemporal
' निर्धारित समय के बाद नौकरी से अलग हो जाने की क्रिया',atemporal
' वह समय जब चन्द्रमा पूर्वा-फाल्गुनी नक्षत्र में होता है',temporal
' किसी देश या राज्य की विशेष समय के लिए रखी गई निधि या कोश',atemporal
' प्राचीन समय या बहुत पहले बिता हुआ समय',temporal
' नौवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि दस की क्रमसूचक संख्या होती है',atemporal
' शुक्ल पक्ष की द्वितीया और उसके कुछ दिन बाद तक दिखाई देनेवाले चन्द्रमा के दो नुकीले सिरों में से एक',atemporal
' वार करने या लड़ने के समय पैर जमाकर खड़े होने की मुद्रा या ढंग',atemporal
' किसी प्रसिद्ध व्यक्ति के जन्म लेने का दिन जो प्रायः उत्सव के रूप में मनाया जाता है',atemporal
' मँजीरे की तरह का गोलाकार धातु के टुकड़ों का जोड़ा जो पूजन आदि के समय बजाया जाता है',atemporal
' युद्ध के समय बन्दी बनाए हुए विपक्षी सैनिक',atemporal
' आठ दिन तक रहने वाला',temporal
' शनिवार के बाद का और सोमवार से पहले का दिन',atemporal
' वह दैनिक या मासिक व्यय जो किसी कर्मचारी को यात्रा आदि के समय या कोई अतिरिक्त कार्य करने के लिए मिलता है',atemporal
' वह यंत्र जिससे घंटे और मिनट आदि के हिसाब से समय का पता लगता है',atemporal
' हर एक दिन',temporal
' शैशव और युवा होने के बीच का समय',temporal
' समय पर न पहुँचने के कारण न मिलना',atemporal
' थूकने या खाँसने के समय मुँह से निकलने वाला गाढ़ा लसदार पदार्थ',atemporal
' तुरंत निकाला हुआ',temporal
' वह चादर जो योगी लोग योग साधना के समय सिर से पैर तक ओढ़ते हैं',atemporal
' युद्ध के समय योद्धाओं में लड़ने की उत्कंठा को जगाने के लिए गाया जानेवाला एक गीत',atemporal
' संकट आदि के समय किसी ऐसे व्यक्ति या वस्तु का आश्रय लेना या भरोसा करना जो संकट के समय पूर्ण रूप से सहायक हो सके',atemporal
' सताईसवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि अठाईस की क्रमसूचक संख्या होती है',atemporal
लंबा_समय	1	NOUN	' * एक लंबा समय',temporal
' कार्तिक के बाद और पौष के पहले का महीना जो अंग्रेजी महीने के नवम्बर और दिसम्बर के बीच में आता है',atemporal
' क्रिकेट खेलते समय बल्लेबाज़ी करने वाला खिलाड़ी',atemporal
' वह समय जब चंद्रमा पूर्वभाद्रपद नक्षत्र में होता है',temporal
' बहुत कम समय के लिए',temporal
' जो ज्यादा समय तक न रहता हो अपितु कुछ समय के बाद उड़ जाता हो (रंग)',atemporal
' धातु की किसी वस्तु पर आघात लगने पर कुछ समय तक उसमें से बराबर निकलता रहने वाला झनझन शब्द',atemporal
' माघ के बाद और चैत्र के पहले का हिंदी महीना जो अंग्रेजी महीने के फरवरी और मार्च के बीच में आता है',atemporal
' हिन्दुओं के विश्वास के अनुसार वह कष्ट जो प्राणियों को मरते समय भैरव देते हैं',atemporal
' समय पर नहीं',temporal
' मुसलमानों में पति के मरने या तलाक़ देने के बाद का वह समय जिसमें विधवा या तलाक़शुदा स्त्री दूसरी शादी नहीं कर सकती',temporal
' सोलहवीं के बाद आने वाली संख्या या गणना का क्रम, स्थिति, समय, आदि जो कि सत्रह की क्रमसूचक संख्या होती है',atemporal
' जिसका उच्चारण करते समय स्वरतंत्रियाँ झंकृत होती हों',atemporal
' विनाश या बंद होने का समय',temporal
' किसी समय में किसी संचार व्यवस्था में होने वाली क्रियाकलापों की मात्रा',atemporal
' शोक आदि के समय रोकर दुख प्रकट करना',atemporal
' दूर बैठे लोगों से फोन, कम्प्यूटर आदि पर होने वाली बात-चीत जिसमें बात करने वाले बात करते समय एक-दूसरे को देख पाते हैं जैसे कि वे सामने ही हों',atemporal
' चैत्र सुदी प्रतिपदा से नवमी तक के नौ दिन जिनमें नवदुर्गा का व्रत और पूजन होता है',atemporal
' बहुत अधिक समय',temporal
' किसी समय किसी के जीवन में कुछ घटना या होना',atemporal
' वर्ष का आरंभिक दिन जिसे पूरे विश्व में अलग अलग स्थानों पर अलग अलग तिथियों तथा विधियों से उत्सव के रूप में मनाया जाता है',atemporal
' जिसे हुए या बने बहुत दिन हो गये हों',temporal
' एक औजार जो कूआँ खोदते समय ज़मीन फोड़कर पानी बाहर निकालने के काम में आता है',atemporal
' वह विरामावस्था जब कुछ जीव जाड़े के मौसम में भूमि के नीचे जाकर समय बिताते हैं',atemporal
' आण्विक घड़ी के आधार पर समय मापने और पृथ्वी के चक्कर लगाने के आधार पर समय मापने में हुए अंतर को ख़त्म करने के लिए ग्रीनविच मीन टाइम में जोड़ा या घटाया जाने वाला एक सेकंड',atemporal
' एक तिकोना,छोटा शिरोभूषण जो विवाह के समय कन्या के सिर पर बाँधा जाता है',atemporal
' चौथे दिन आने वाला ज्वर',atemporal
' गाते समय सुर को तानने का कार्य',atemporal
' किसी खेल को खेलते समय किसी कारण से असफल होने पर उस खेल से बाहर किया हुआ',atemporal
' वह समय जब दिन का अंत और रात का आरंभ होने को होता है',temporal
' वह बाज़ार जिसमें एक ही तरह की चीज़े कुछ निश्चित समय पर आकर बिकती हैं',atemporal
' वैद्यक के अनुसार वात, पित्त और कफ में से वह जो किसी समय विशेष में अप्रधान हो',atemporal
' पेड़ पर रहने या निवास करनेवाला या जो अपना अधिकतर समय पेड़ों पर बिताता है',atemporal
' किसी घटना या काम की समयावधि या समय मापना या किसी व्यक्ति द्वारा किसी कार्य को संपादित करने में लगने वाले निश्चित समयावधि या समय को मापना',atemporal
' सूर्योदय और सूर्यास्त के समय दिखाई देनेवाले बादल',atemporal
' वह कृत्य जो यज्ञ के पास यूप गाड़ने के समय किया जाता है ',atemporal
' आज से एक दिन पहले वाला दिन ',temporal
' ऐसा समय जिसमें अतिवृष्टि या अनावृष्टि के कारण अन्न बहुत ही कठिनता से मिले या अन्न की कमी हो',temporal
' एक प्रकार का राजस्थानी लोक-गीत जिसे स्त्रियाँ प्रायः झूला झूलते समय गाती हैं',atemporal
' संकट या विपत्ति का समय',temporal
' परसों के बाद का दिन या आज से आनेवाला तीसरा दिन ',temporal
' जल्दी खराब या नष्ट न होना या अधिक दिन तक काम देना',temporal
' निश्चित या उचित समय',temporal
' तीन दिन का बासी भोजन',temporal
' जिसका समय बीत गया हो ',temporal
' समय पर होने या हो सकने वाला',temporal
' * किसी कार्य, घटना आदि के लिए समय निर्धारित करना',temporal
' जैसी आशा या प्रत्याशा की गई हो',temporal
' अच्छा समय',temporal
' समय का उलटफेर',temporal
' वह समय जब कोई जवान हो',temporal
' कल कारख़ाने आदि में काम करने का वह या उतना निर्धारित समय जिसमें एक कर्मचारी या कर्मचारी दल आकर कार्य करता है',temporal
' वह समय जब चन्द्रमा विशाखा नक्षत्र में होता है',temporal
' किसी एक नियत समय से दूसरे नियत समय तक का काल',temporal
' इसी समय में',temporal
' शैशव और युवा होने के बीच का समय',temporal
' आज के बाद आनेवाले पहले दिन को ',temporal
' वह समय जब चंद्रमा मघा नक्षत्र में होता है',temporal
' वह समय जब चंद्रमा स्वाति नक्षत्र में होता है',temporal
' वह समय जब सूर्य मकर राशि में प्रवेश करता है',temporal
' जिसकी उत्पत्ति या जन्म किसी के पूर्व या पहले हुआ हो',temporal
