Word_Offset	Word	POS	Sense_no	Gloss	Class	Prediction_Value	EndMarker(##)
1365	विशुद्ध	ADJECTIVE	4	अच्छी तरह से साफ़ किया हुआ 	neutral	0.831	##
2356	विशेष	ADJECTIVE	3	साधारण के अतिरिक्त तथा उससे कुछ आगे बढ़ा हुआ या जितना होना चाहिए या होता हो उससे कुछ अधिक या उसके सिवा 	past	0.961	##
28674	विशेषज्ञ	ADJECTIVE	1	किसी विषय को भली-भाँति जानने वाला 	neutral	0.923	##
3801	विशोधित	ADJECTIVE	1	अच्छी तरह से साफ़ किया हुआ 	neutral	0.831	##
248	विश्रब्ध	ADJECTIVE	1	जिसका विश्वास किया जा सके या जिस पर विश्वास हो 	present	0.995	##
1126	विश्रांत	ADJECTIVE	1	जो थक गया हो या थका हुआ हो 	present	0.999	##
1126	विश्रांत	ADJECTIVE	2	रुका हुआ 	neutral	0.99	##
1126	विश्रान्त	ADJECTIVE	1	जो थक गया हो या थका हुआ हो 	present	0.999	##
1126	विश्रान्त	ADJECTIVE	2	रुका हुआ 	neutral	0.99	##
34691	विश्लेषणकर्ता	ADJECTIVE	1	विश्लेषण करने वाला 	neutral	0.995	##
34691	विश्लेषणकर्त्ता	ADJECTIVE	1	विश्लेषण करने वाला 	neutral	0.995	##
34691	विश्लेषी	ADJECTIVE	1	विश्लेषण करने वाला 	neutral	0.995	##
16041	विश्वव्यापी	ADJECTIVE	1	सारे विश्व में व्याप्त या फैला हुआ 	future	0.874	##
16041	विश्वव्याप्त	ADJECTIVE	1	सारे विश्व में व्याप्त या फैला हुआ 	future	0.874	##
248	विश्वसनीय	ADJECTIVE	1	जिसका विश्वास किया जा सके या जिस पर विश्वास हो 	present	0.995	##
248	विश्वसित	ADJECTIVE	1	जिसका विश्वास किया जा सके या जिस पर विश्वास हो 	present	0.995	##
248	विश्वस्त	ADJECTIVE	1	जिसका विश्वास किया जा सके या जिस पर विश्वास हो 	present	0.995	##
248	विश्वासपात्र	ADJECTIVE	1	जिसका विश्वास किया जा सके या जिस पर विश्वास हो 	present	0.995	##
248	विश्वासी	ADJECTIVE	1	जिसका विश्वास किया जा सके या जिस पर विश्वास हो 	present	0.995	##
5047	विषमय	ADJECTIVE	1	जो विष से भरा हो 	present	0.995	##
27965	विषयासक्त	ADJECTIVE	1	विषय आदि का भोग करने वाला या भोग में लगा हुआ 	future	0.398	##
5047	विषयुक्त	ADJECTIVE	1	जो विष से भरा हो 	present	0.995	##
5047	विषाक्त	ADJECTIVE	1	जो विष से भरा हो 	present	0.995	##
5047	विषैला	ADJECTIVE	1	जो विष से भरा हो 	present	0.995	##
5047	विषैला	ADJECTIVE	4	विष में बुझाया हुआ 	future	0.857	##
36063	विसर्जित	ADJECTIVE	1	(अधिवेशन, बैठक, सभा आदि के संबंध में) समाप्त किया हुआ या जिसका विसर्जन हो चुका हो 	present	0.927	##
28865	विस्तारक	ADJECTIVE	1	फैलाने वाला 	neutral	0.993	##
16061	विस्तारित	ADJECTIVE	1	जिसका विस्तार हुआ हो या किया गया हो 	present	1	##
14640	विस्तृत	ADJECTIVE	1	जिसमें बहुत विस्तार हो या विस्तार वाला 	present	0.911	##
8294	विस्फारित	ADJECTIVE	1	भली प्रकार खोला या फैलाया हुआ (नेत्र) 	neutral	0.979	##
15669	विस्फोटक	ADJECTIVE	1	विस्फोट करने वाला 	neutral	0.995	##
15669	विस्फोटकारी	ADJECTIVE	1	विस्फोट करने वाला 	neutral	0.995	##
2494	विस्मयकारक	ADJECTIVE	1	जिज्ञासा उत्पन्न करने वाला 	neutral	0.992	##
2494	विस्मयकारी	ADJECTIVE	1	जिज्ञासा उत्पन्न करने वाला 	neutral	0.992	##
2494	विस्मयजनक	ADJECTIVE	1	जिज्ञासा उत्पन्न करने वाला 	neutral	0.992	##
5089	विस्मित	ADJECTIVE	1	जिसे आश्चर्य हुआ हो 	present	0.991	##
15864	विहित	ADJECTIVE	1	जिसका विधान किया गया हो 	present	0.999	##
3353	वीत	ADJECTIVE	1	जो बँधा हुआ न हो 	present	0.999	##
2417	वीभत्स	ADJECTIVE	1	जो पाप करता हो या पाप करने वाला 	present	0.982	##
2293	वीरान	ADJECTIVE	2	जो किसी समय बसा हो पर अब किसी कारण से निर्जन हो गया हो 	present	0.842	##
28538	वृक्ष-वासी	ADJECTIVE	1	पेड़ पर रहने या निवास करनेवाला या जो अपना अधिकतर समय पेड़ों पर बिताता है 	past	0.94	##
28538	वृक्षवासी	ADJECTIVE	1	पेड़ पर रहने या निवास करनेवाला या जो अपना अधिकतर समय पेड़ों पर बिताता है 	past	0.94	##
2117	वृद्धिकर	ADJECTIVE	1	बढ़ाने वाला या जिसकी वज़ह से वृद्धि हो 	present	0.896	##
2117	वृद्धिकारी	ADJECTIVE	1	बढ़ाने वाला या जिसकी वज़ह से वृद्धि हो 	present	0.896	##
15466	वृद्धियुक्त	ADJECTIVE	1	बढ़ा हुआ 	neutral	0.991	##
31651	वृद्धिरहित	ADJECTIVE	1	न बढ़ने वाला 	neutral	0.791	##
37582	वृद्धिशील	ADJECTIVE	1	बढ़ता जाने वाला 	future	0.983	##
31651	वृद्धिहीन	ADJECTIVE	1	न बढ़ने वाला 	neutral	0.791	##
23764	वृष्ट	ADJECTIVE	1	बरसा हुआ 	neutral	0.989	##
10195	वेदिष्ठ	ADJECTIVE	1	सबकुछ जानने वाला 	neutral	0.994	##
1167	वेद्धव्य	ADJECTIVE	1	जिसका भेदन किया जा सके या भेदन किया जाय 	present	0.995	##
19596	वेधक	ADJECTIVE	1	भेदने या छेदने वाला 	neutral	0.991	##
1167	वेधनशील	ADJECTIVE	1	जिसका भेदन किया जा सके या भेदन किया जाय 	present	0.995	##
1167	वेधनीय	ADJECTIVE	1	जिसका भेदन किया जा सके या भेदन किया जाय 	present	0.995	##
1167	वेध्य	ADJECTIVE	1	जिसका भेदन किया जा सके या भेदन किया जाय 	present	0.995	##
3351	वेश-भूषित	ADJECTIVE	1	जो वस्त्र, गहने आदि धारण किया हो 	present	0.967	##
3351	वेश_भूषित	ADJECTIVE	1	जो वस्त्र, गहने आदि धारण किया हो 	present	0.967	##
3351	वेशभूषित	ADJECTIVE	1	जो वस्त्र, गहने आदि धारण किया हो 	present	0.967	##
3351	वेशित	ADJECTIVE	1	जो वस्त्र, गहने आदि धारण किया हो 	present	0.967	##
5097	वेष्टित	ADJECTIVE	1	जो घेरा हुआ हो 	present	0.996	##
11115	वैचारिक	ADJECTIVE	1	विचार से संबंध रखने वाला 	neutral	0.994	##
10064	वैधानिक	ADJECTIVE	2	संविधान या किसी संस्था के नियमों से संबंध रखने वाला 	future	0.796	##
717	वैरपूर्ण	ADJECTIVE	1	जो शत्रुता से भरा हुआ हो 	present	0.994	##
34336	वैवाहिक	ADJECTIVE	1	विवाह के फलस्वरूप होने वाला 	future	0.843	##
34131	वैविध्यपूर्ण	ADJECTIVE	1	विविधता से पूर्ण या भरा हुआ 	neutral	0.988	##
4913	वोद	ADJECTIVE	1	भीगा हुआ 	neutral	0.989	##
4041	व्यक्त	ADJECTIVE	1	जिसका अभिव्यंजन हुआ हो या प्रकट किया हुआ 	present	0.998	##
2623	व्यतीत	ADJECTIVE	1	बीता हुआ 	neutral	0.99	##
3701	व्याससिद्ध	ADJECTIVE	1	किसी विशेष कार्य, पद, व्यक्ति आदि के लिए मुख्य रूप से सुरक्षित किया हुआ 	past	0.953	##
899	व्याहत	ADJECTIVE	1	जिसका निषेध किया गया हो 	present	0.999	##
4913	व्युत्त	ADJECTIVE	1	भीगा हुआ 	neutral	0.989	##
15279	व्युत्पन्न	ADJECTIVE	1	किसी और से विकसित या बना 	neutral	0.929	##
1825	व्यूढ़	ADJECTIVE	1	जिसका विवाह हो गया हो 	present	1	##
18196	व्रतगामी	ADJECTIVE	1	व्रत के दिन भी संभोग करनेवाला 	future	0.988	##
13680	व्रीड़ित	ADJECTIVE	1	संकोच करने वाला या जिसमें संकोच हो 	present	0.881	##
10204	शंकायुक्त	ADJECTIVE	1	जिसे संदेह हुआ हो 	present	0.989	##
10204	शंकित	ADJECTIVE	1	जिसे संदेह हुआ हो 	present	0.989	##
22803	शंखद्राव	ADJECTIVE	1	शंख को भी गला डालने वाला 	neutral	0.945	##
22803	शंखद्रावक	ADJECTIVE	1	शंख को भी गला डालने वाला 	neutral	0.945	##
22244	शकरी	ADJECTIVE	1	शक्कर मिला हुआ या शक्कर का बना हुआ 	neutral	0.987	##
22244	शक्करी	ADJECTIVE	1	शक्कर मिला हुआ या शक्कर का बना हुआ 	neutral	0.987	##
11813	शक्तिवर्द्धक	ADJECTIVE	1	बल वृद्धि करने वाला 	neutral	0.992	##
11813	शक्तिवर्धक	ADJECTIVE	1	बल वृद्धि करने वाला 	neutral	0.992	##
10204	शङ्कायुक्त	ADJECTIVE	1	जिसे संदेह हुआ हो 	present	0.989	##
10204	शङ्कित	ADJECTIVE	1	जिसे संदेह हुआ हो 	present	0.989	##
3745	शतमन्यु	ADJECTIVE	1	स्वभाव से ही अधिक क्रोध करने वाला 	neutral	0.989	##
30747	शत्रुघ्न	ADJECTIVE	1	शत्रु का नाश करने वाला 	neutral	0.996	##
22011	शत्रुजित्	ADJECTIVE	1	शत्रु को जीतने वाला 	neutral	0.989	##
717	शत्रुतापूर्ण	ADJECTIVE	1	जो शत्रुता से भरा हुआ हो 	present	0.994	##
30747	शत्रुनाशक	ADJECTIVE	1	शत्रु का नाश करने वाला 	neutral	0.996	##
717	शत्रुपूर्ण	ADJECTIVE	1	जो शत्रुता से भरा हुआ हो 	present	0.994	##
30747	शत्रुहन	ADJECTIVE	1	शत्रु का नाश करने वाला 	neutral	0.996	##
30747	शत्रुहा	ADJECTIVE	1	शत्रु का नाश करने वाला 	neutral	0.996	##
8055	शन्तिपूर्ण	ADJECTIVE	1	शांति से भरा हुआ 	neutral	0.989	##
10096	शप्त	ADJECTIVE	1	शाप दिया हुआ 	neutral	0.986	##
1410	शब्दाडंबरपूर्ण	ADJECTIVE	1	भावयुक्त बड़े-बड़े शब्दों से भरा हुआ 	neutral	0.987	##
1410	शब्दाडंबरयुक्त	ADJECTIVE	1	भावयुक्त बड़े-बड़े शब्दों से भरा हुआ 	neutral	0.987	##
1410	शब्दाडम्बरपूर्ण	ADJECTIVE	1	भावयुक्त बड़े-बड़े शब्दों से भरा हुआ 	neutral	0.987	##
1410	शब्दाडम्बरयुक्त	ADJECTIVE	1	भावयुक्त बड़े-बड़े शब्दों से भरा हुआ 	neutral	0.987	##
2220	शब्दातीत	ADJECTIVE	1	जिसका वर्णन न किया जा सके 	present	0.998	##
9209	शब्दायमान	ADJECTIVE	1	जो ध्वनि या शब्द के रूप में प्रकट हुआ हो 	present	0.905	##
9209	शब्दित	ADJECTIVE	1	जो ध्वनि या शब्द के रूप में प्रकट हुआ हो 	present	0.905	##
5752	शमित	ADJECTIVE	1	जो जलता या दहकता हुआ न हो 	present	0.997	##
847	शयनरत	ADJECTIVE	1	जो निद्रा में हो या सोया हुआ हो 	present	0.997	##
3688	शरणागत	ADJECTIVE	1	शरण में आया हुआ 	future	0.919	##
28606	शरण्य	ADJECTIVE	1	शरण में आए हुए की रक्षा करने वाला 	future	0.781	##
12862	शराबी	ADJECTIVE	2	शराब पिया हुआ 	neutral	0.991	##
8263	शरीक	ADJECTIVE	2	किसी के अंदर छिपा,समाया, मिला या गया हुआ 	present	0.616	##
22244	शर्करायुक्त	ADJECTIVE	1	शक्कर मिला हुआ या शक्कर का बना हुआ 	neutral	0.987	##
25539	शहरीकृत	ADJECTIVE	1	शहर के रूप में विकसित किया हुआ या लाया हुआ 	future	0.939	##
22774	शांखिक	ADJECTIVE	2	शंख का बना हुआ 	neutral	0.993	##
447	शांत	ADJECTIVE	4	जो जलता या दहकता हुआ न हो 	present	0.997	##
447	शांत	ADJECTIVE	6	जिसका चित्त स्थिर हो 	present	0.998	##
447	शांत	ADJECTIVE	8	धैर्य रखने वाला 	neutral	0.995	##
8055	शांतिपूर्ण	ADJECTIVE	1	शांति से भरा हुआ 	neutral	0.989	##
8055	शांतिमय	ADJECTIVE	1	शांति से भरा हुआ 	neutral	0.989	##
8054	शाकजीवी	ADJECTIVE	1	वनस्पति जन्य पदार्थों को खाने वाला 	neutral	0.983	##
8054	शाकभक्ष्य	ADJECTIVE	1	वनस्पति जन्य पदार्थों को खाने वाला 	neutral	0.983	##
6495	शाकाहारी	ADJECTIVE	2	वनस्पति जन्य पदार्थों को खाने वाला 	neutral	0.983	##
1161	शाकिर	ADJECTIVE	1	अपने साथ किया हुआ उपकार माननेवाला 	present	0.398	##
8054	शाकोपजीवी	ADJECTIVE	1	वनस्पति जन्य पदार्थों को खाने वाला 	neutral	0.983	##
22774	शाङ्खिक	ADJECTIVE	2	शंख का बना हुआ 	neutral	0.993	##
2235	शाद	ADJECTIVE	1	जो पूरी तरह से पूर्ण या भरा हुआ हो या जिसमें कोई कमी न हो 	present	0.976	##
1077	शादाब	ADJECTIVE	1	जो हरे पेड़-पौधों से भरा हुआ हो 	present	0.994	##
1825	शादी_शुदा	ADJECTIVE	1	जिसका विवाह हो गया हो 	present	1	##
1825	शादी_शुदा	ADJECTIVE	2	विवाह के फलस्वरूप होने वाला 	future	0.843	##
1825	शादीशुदा	ADJECTIVE	1	जिसका विवाह हो गया हो 	present	1	##
1825	शादीशुदा	ADJECTIVE	2	विवाह के फलस्वरूप होने वाला 	future	0.843	##
1077	शाद्वल	ADJECTIVE	1	जो हरे पेड़-पौधों से भरा हुआ हो 	present	0.994	##
447	शान्त	ADJECTIVE	4	जो जलता या दहकता हुआ न हो 	present	0.997	##
447	शान्त	ADJECTIVE	6	जिसका चित्त स्थिर हो 	present	0.998	##
447	शान्त	ADJECTIVE	8	धैर्य रखने वाला 	neutral	0.995	##
8055	शान्तिमय	ADJECTIVE	1	शांति से भरा हुआ 	neutral	0.989	##
10096	शापग्रस्त	ADJECTIVE	1	शाप दिया हुआ 	neutral	0.986	##
10096	शापित	ADJECTIVE	1	शाप दिया हुआ 	neutral	0.986	##
10810	शामिल	ADJECTIVE	1	किसी के अंदर छिपा,समाया, मिला या गया हुआ 	present	0.616	##
2121	शायराना	ADJECTIVE	1	जिसमें काव्य का पुट हो या जो काव्य से भरा हुआ हो 	present	0.979	##
876	शारंगधारी	ADJECTIVE	1	धनुष धारण करने वाला 	neutral	0.992	##
3064	शारद	ADJECTIVE	1	जिसे बने, निकले या प्रस्तुत हुए थोड़े ही दिन हुए हों 	neutral	0.614	##
2136	शाश्वत	ADJECTIVE	1	जिसका कभी नाश न हो या सदा बना रहनेवाला 	present	0.998	##
35895	शिकायतकर्ता	ADJECTIVE	1	शिकायत करने वाला 	neutral	0.996	##
35895	शिकायतकर्त्ता	ADJECTIVE	1	शिकायत करने वाला 	neutral	0.996	##
21902	शिकायती	ADJECTIVE	1	शिकायत भरा या शिकायत से युक्त 	neutral	0.986	##
11138	शिकारी	ADJECTIVE	2	शिकार करने वाला 	neutral	0.995	##
36689	शिलाबद्ध	ADJECTIVE	1	गढ़े हुए पत्थरों से मज़बूत बना हुआ 	neutral	0.986	##
36492	शीघ्र	ADJECTIVE	1	जल्दी से होने वाला 	neutral	0.993	##
37153	शीघ्रकोपी	ADJECTIVE	1	जल्दी गुस्सा होने वाला 	neutral	0.989	##
26904	शीत	ADJECTIVE	1	रंग सिद्धांतानुसार ठंडक देने वाला 	neutral	0.992	##
1363	शीर्ण	ADJECTIVE	1	जो गिरा हुआ हो या जिसका व्यवहार अच्छा न हो 	present	0.999	##
1363	शीर्ण	ADJECTIVE	2	जो अत्यधिक प्रयोग या पुराना होने के कारण फटा हुआ हो 	present	0.949	##
34197	शीशायुक्त	ADJECTIVE	1	शीशा लगा या जड़ा हुआ 	neutral	0.985	##
34197	शीशेदार	ADJECTIVE	1	शीशा लगा या जड़ा हुआ 	neutral	0.985	##
1914	शुक्र	ADJECTIVE	2	जिसमें चमक हो या चमकीले रंग वाला 	present	0.928	##
1161	शुक्रग़ुज़ार	ADJECTIVE	1	अपने साथ किया हुआ उपकार माननेवाला 	present	0.398	##
1161	शुक्रगुजार	ADJECTIVE	1	अपने साथ किया हुआ उपकार माननेवाला 	present	0.398	##
934	शुरुआती	ADJECTIVE	1	आरंभ का या पहले का या किसी समय या घटना आदि के आरम्भ के समय का 	past	0.964	##
934	शुरुवाती	ADJECTIVE	1	आरंभ का या पहले का या किसी समय या घटना आदि के आरम्भ के समय का 	past	0.964	##
4535	शून्य	ADJECTIVE	1	जिसमें अंदर का स्थान शून्य हो या जो भरा न हो 	present	0.992	##
27525	शृंगारित	ADJECTIVE	1	* जिसने शृंगार या मेकअप किया हो या लगाया हो 	present	0.997	##
2788	शेष	ADJECTIVE	1	जो समाप्त न हुआ हो 	present	0.999	##
2788	शेष	ADJECTIVE	3	जिसका भुगतान न किया गया हो या जो किसी के जिम्मे बाकी रह गया हो 	present	0.992	##
1485	शोकग्रस्त	ADJECTIVE	1	जो शोक से भरा हो 	present	0.994	##
1485	शोकपूर्ण	ADJECTIVE	1	जो शोक से भरा हो 	present	0.994	##
16196	शोकांत	ADJECTIVE	1	जिसका अंत दुखपूर्ण हो 	present	0.998	##
16196	शोकांतक	ADJECTIVE	1	जिसका अंत दुखपूर्ण हो 	present	0.998	##
1485	शोकाकुल	ADJECTIVE	1	जो शोक से भरा हो 	present	0.994	##
16196	शोकान्त	ADJECTIVE	1	जिसका अंत दुखपूर्ण हो 	present	0.998	##
16196	शोकान्तक	ADJECTIVE	1	जिसका अंत दुखपूर्ण हो 	present	0.998	##
10119	शोधक	ADJECTIVE	1	शोध करने वाला 	neutral	0.994	##
10119	शोधकर्ता	ADJECTIVE	1	शोध करने वाला 	neutral	0.994	##
10119	शोधकर्त्ता	ADJECTIVE	1	शोध करने वाला 	neutral	0.994	##
37614	शोधनीय	ADJECTIVE	1	जो लौटाया या वापस किया जाना हो 	present	0.996	##
3801	शोधित	ADJECTIVE	1	अच्छी तरह से साफ़ किया हुआ 	neutral	0.831	##
3801	शोधित	ADJECTIVE	2	जिसका या जिसके संबंध में शोध हुआ हो 	present	0.995	##
37614	शोध्य	ADJECTIVE	1	जो लौटाया या वापस किया जाना हो 	present	0.996	##
10120	शोभनीय	ADJECTIVE	1	शोभा देने वाला 	neutral	0.993	##
39050	शोभादायक	ADJECTIVE	1	शोभा देने वाला 	neutral	0.993	##
10120	शोभान्वित	ADJECTIVE	1	शोभा देने वाला 	neutral	0.993	##
10120	शोभायमान	ADJECTIVE	1	शोभा देने वाला 	neutral	0.993	##
10120	शोभित	ADJECTIVE	1	शोभा देने वाला 	neutral	0.993	##
36876	शोरभरा	ADJECTIVE	1	कोलाहल या शोर से भरा हुआ 	neutral	0.985	##
8073	शोषित	ADJECTIVE	1	जिसका अवशोषण हुआ हो 	present	0.998	##
8073	शोषित	ADJECTIVE	2	किसी व्यक्ति, समाज आदि के द्वारा जिसका शोषण हुआ हो 	present	0.735	##
2704	शोहदा	ADJECTIVE	1	असभ्य व्यवहार करने वाला 	neutral	0.993	##
2853	शौंडीर	ADJECTIVE	1	अभिमान या दर्प से भरा हुआ 	neutral	0.985	##
3084	शौक़ीन	ADJECTIVE	2	सुखभोग में लगा रहनेवाला 	future	0.929	##
3084	शौकीन	ADJECTIVE	2	सुखभोग में लगा रहनेवाला 	future	0.929	##
2853	शौण्डीर	ADJECTIVE	1	अभिमान या दर्प से भरा हुआ 	neutral	0.985	##
1126	श्रांत	ADJECTIVE	1	जो थक गया हो या थका हुआ हो 	present	0.999	##
2000	श्रेष्ठ	ADJECTIVE	4	पद, मर्यादा, स्थिति के विचार से जो पहले से अथवा अपने वर्ग के अन्य सदस्यों से बहुत आगे बढ़ा हुआ हो 	past	0.953	##
2360	श्लाघित	ADJECTIVE	2	प्रशंसा किया हुआ 	neutral	0.733	##
7759	श्लिष्ट	ADJECTIVE	1	जो जुड़ा, सटा या लगा हुआ हो 	present	0.981	##
23544	श्लीपदी	ADJECTIVE	1	जिसे श्लीपद या फीलपाँव रोग हुआ हो 	present	0.995	##
38885	श्वेत-पोश	ADJECTIVE	1	साफ कपड़े पहनने वाला 	neutral	0.992	##
38885	श्वेत_पोश	ADJECTIVE	1	साफ कपड़े पहनने वाला 	neutral	0.992	##
38885	श्वेतपोश	ADJECTIVE	1	साफ कपड़े पहनने वाला 	neutral	0.992	##
25551	षट्कोण	ADJECTIVE	1	छः कोणों वाला 	neutral	0.992	##
25551	षट्कोना	ADJECTIVE	1	छः कोणों वाला 	neutral	0.992	##
10132	षट्पद	ADJECTIVE	1	छः पैर वाला 	neutral	0.991	##
10132	षट्पाद	ADJECTIVE	1	छः पैर वाला 	neutral	0.991	##
22024	षडश्व	ADJECTIVE	1	जिसमें छह घोड़े जुते हों या छह घोड़ों वाला (वाहन) 	neutral	0.78	##
10133	षडानन	ADJECTIVE	1	छः मुखों वाला 	neutral	0.993	##
13713	षष्टम	ADJECTIVE	1	गणना में छः के स्थान पर आने वाला 	future	0.995	##
26274	संकटस्थ	ADJECTIVE	1	संकट या विपत्ति में पड़ा हुआ 	future	0.891	##
4607	संकटापन्न	ADJECTIVE	2	संकट या विपत्ति में पड़ा हुआ 	future	0.891	##
819	संकलित	ADJECTIVE	1	संग्रह किया हुआ 	neutral	0.751	##
2115	संकुचित	ADJECTIVE	1	जिसका संकुचन हुआ हो 	present	0.998	##
2115	संकुचित	ADJECTIVE	3	जिसे संकोच हो या हिचकता हुआ 	present	0.99	##
2235	संकुल	ADJECTIVE	1	जो पूरी तरह से पूर्ण या भरा हुआ हो या जिसमें कोई कमी न हो 	present	0.976	##
34174	संकेंद्रित	ADJECTIVE	1	जिसका संकेंद्रन हुआ हो 	present	0.998	##
30284	संकेतिक	ADJECTIVE	1	संकेत किया हुआ 	neutral	0.684	##
30284	संकेतित	ADJECTIVE	1	संकेत किया हुआ 	neutral	0.684	##
34174	संकेन्द्रित	ADJECTIVE	1	जिसका संकेंद्रन हुआ हो 	present	0.998	##
13680	संकोची	ADJECTIVE	1	संकोच करने वाला या जिसमें संकोच हो 	present	0.881	##
25612	संक्रमित	ADJECTIVE	1	जिसे संक्रमण हुआ हो 	present	0.992	##
12496	संक्रामक	ADJECTIVE	1	संसर्ग या छूत से फैलने वाला या जिसका संक्रमण होता हो (रोग) 	present	0.989	##
188	संगठित	ADJECTIVE	2	जिसका संघटन हुआ हो 	present	0.998	##
20437	संगणकीकृत	ADJECTIVE	1	कम्प्यूटर में डाला हुआ 	future	0.89	##
2641	संगदिल	ADJECTIVE	2	जिसका हृदय कठोर हो 	present	0.997	##
11363	संगीन	ADJECTIVE	1	बहुत गहरे परिणाम वाला 	neutral	0.992	##
11363	संगीन	ADJECTIVE	2	पत्थर का बना हुआ 	neutral	0.994	##
819	संगृहीत	ADJECTIVE	1	संग्रह किया हुआ 	neutral	0.751	##
24697	संग्रह-कर्ता	ADJECTIVE	1	संग्रह करने वाला 	neutral	0.996	##
24697	संग्रह-कर्त्ता	ADJECTIVE	1	संग्रह करने वाला 	neutral	0.996	##
24697	संग्रहकर्ता	ADJECTIVE	1	संग्रह करने वाला 	neutral	0.996	##
24697	संग्रहकर्त्ता	ADJECTIVE	1	संग्रह करने वाला 	neutral	0.996	##
819	संग्रहित	ADJECTIVE	1	संग्रह किया हुआ 	neutral	0.751	##
24697	संग्रही	ADJECTIVE	1	संग्रह करने वाला 	neutral	0.996	##
8129	संघटित	ADJECTIVE	1	जिसका संघटन हुआ हो 	present	0.998	##
35069	संघर्षपूर्ण	ADJECTIVE	1	संघर्ष से भरा हुआ या युक्त 	neutral	0.985	##
35069	संघर्षमय	ADJECTIVE	1	संघर्ष से भरा हुआ या युक्त 	neutral	0.985	##
25444	संघर्षशील	ADJECTIVE	1	संघर्ष करने वाला 	neutral	0.995	##
25444	संघर्षी	ADJECTIVE	1	संघर्ष करने वाला 	neutral	0.995	##
18575	संचयी	ADJECTIVE	1	जमा करने वाला 	neutral	0.994	##
24709	संचारित	ADJECTIVE	1	जिसका संचार किया गया हो या हुआ हो 	present	1	##
1177	संचारी	ADJECTIVE	2	संसर्ग या छूत से फैलने वाला या जिसका संक्रमण होता हो (रोग) 	present	0.989	##
24710	संचालित	ADJECTIVE	1	जिसका संचालन किया गया हो 	present	0.999	##
819	संचित	ADJECTIVE	1	संग्रह किया हुआ 	neutral	0.751	##
8	संजात	ADJECTIVE	1	जो पैदा हुआ हो या जिसने जन्म लिया हो 	present	0.999	##
1414	संज्ञात	ADJECTIVE	1	जो जाना हुआ हो 	present	0.997	##
1414	संज्ञात	ADJECTIVE	2	जो अच्छी तरह से जाना हुआ हो 	present	0.987	##
2594	संज्ञायुक्त	ADJECTIVE	1	चेतना से भरा हुआ या जिसमें चेतना हो 	present	0.955	##
15700	संत्तावनवाँ	ADJECTIVE	1	गणना में सत्तावन के स्थान पर आने वाला 	future	0.995	##
4281	संत्रस्त	ADJECTIVE	1	जो डरा हुआ हो 	present	0.995	##
23625	संदेश_वाहक	ADJECTIVE	1	संदेश पहुँचाने वाला 	neutral	0.992	##
23625	संदेशवाहक	ADJECTIVE	1	संदेश पहुँचाने वाला 	neutral	0.992	##
3471	संन्यासी	ADJECTIVE	2	संन्यास आश्रम में प्रवेश करने वाला 	future	0.853	##
1775	संपादित	ADJECTIVE	2	संपादन किया हुआ 	neutral	0.761	##
9429	संपोषक	ADJECTIVE	1	पालन-पोषण करने वाला 	neutral	0.993	##
1820	संबंधित	ADJECTIVE	1	जिससे संबंध हो या हुआ हो 	present	0.995	##
1820	संबद्ध	ADJECTIVE	1	जिससे संबंध हो या हुआ हो 	present	0.995	##
1820	संबद्ध	ADJECTIVE	2	किसी दूसरे के साथ अच्छी तरह से लगा या जुड़ा हुआ 	past	0.6	##
1820	संबद्ध	ADJECTIVE	3	जो जुड़ा, सटा या लगा हुआ हो 	present	0.981	##
10736	संबोधित	ADJECTIVE	2	जिसका ध्यान आकृष्ट किया गया हो 	present	0.999	##
34169	संभाषणशील	ADJECTIVE	1	संवाद या बातचीत करने वाला 	neutral	0.991	##
17377	संभोगी	ADJECTIVE	1	सहवास या संभोग करने वाला 	neutral	0.991	##
2356	संभ्रांत	ADJECTIVE	2	भ्रम में पड़ा हुआ 	future	0.908	##
2356	संभ्रान्त	ADJECTIVE	2	भ्रम में पड़ा हुआ 	future	0.908	##
10354	संयत	ADJECTIVE	2	नियम,संयम आदि से बँधा हुआ 	neutral	0.958	##
12381	संयमित	ADJECTIVE	2	संयम के द्वारा रोका हुआ 	neutral	0.503	##
7759	संयुक्त	ADJECTIVE	1	जो जुड़ा, सटा या लगा हुआ हो 	present	0.981	##
7759	संयुक्त	ADJECTIVE	2	जो एक से अधिक को मिलाकर बना हो 	present	0.95	##
33848	संयोगजन्य	ADJECTIVE	1	संयोग से होने वाला 	neutral	0.993	##
19171	संयोगी	ADJECTIVE	1	जोड़ने या मिलाने वाला 	neutral	0.992	##
19171	संयोजक	ADJECTIVE	1	जोड़ने या मिलाने वाला 	neutral	0.992	##
7759	संयोजित	ADJECTIVE	1	जो जुड़ा, सटा या लगा हुआ हो 	present	0.981	##
1160	संरचित	ADJECTIVE	1	जो रचा या बनाया गया हो 	present	0.995	##
3349	संलग्न	ADJECTIVE	1	किसी दूसरे के साथ अच्छी तरह से लगा या जुड़ा हुआ 	past	0.6	##
3349	संलग्न	ADJECTIVE	2	किसी दूसरे के साथ अंत में पीछे से लगा, सटा या जुड़ा हुआ"कृपया आवेदन पत्र के साथ संलग्न अंक-पत्र भी देख लें" 	past	0.996	##
2117	संवर्द्धक	ADJECTIVE	1	बढ़ाने वाला या जिसकी वज़ह से वृद्धि हो 	present	0.896	##
1532	संवर्द्धित	ADJECTIVE	1	पाला पोसा या देखभाल किया हुआ 	neutral	0.555	##
