INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
7455	0.982	atemporal	10time2
4826	0.906	neutral	10time2
2407	0.979	atemporal	10time2
3926	0.599	present	10time2
5330	0.978	atemporal	10time2
4617	0.891	neutral	10time2
4502	0.974	atemporal	10time2
8192	0.985	atemporal	10time2
6065	0.983	atemporal	10time2
1378	0.977	atemporal	10time2
1901	0.98	atemporal	10time2
2310	0.978	atemporal	10time2
114	0.979	atemporal	10time2
4111	0.88	neutral	10time2
6127	0.984	atemporal	10time2
1833	0.613	future	10time2
3697	0.618	future	10time2
145	0.975	atemporal	10time2
193	0.666	present	10time2
1589	0.635	present	10time2
1099	0.977	atemporal	10time2
639	0.651	present	10time2
2840	0.627	future	10time2
1393	0.984	atemporal	10time2
7197	0.602	present	10time2
7558	0.979	atemporal	10time2
3142	0.974	atemporal	10time2
5197	0.974	atemporal	10time2
1600	0.978	atemporal	10time2
4667	0.602	present	10time2
4449	0.975	atemporal	10time2
5683	0.981	atemporal	10time2
6090	0.979	atemporal	10time2
2757	0.978	atemporal	10time2
3677	0.977	atemporal	10time2
1311	0.974	atemporal	10time2
8292	0.988	atemporal	10time2
5983	0.982	atemporal	10time2
3092	0.977	atemporal	10time2
8040	0.974	atemporal	10time2
6076	0.974	atemporal	10time2
947	0.983	atemporal	10time2
2692	0.974	atemporal	10time2
8341	0.984	atemporal	10time2
4714	0.974	atemporal	10time2
4028	0.867	neutral	10time2
5495	0.868	neutral	10time2
5854	0.977	atemporal	10time2
7962	0.983	atemporal	10time2
4529	0.984	atemporal	10time2
4563	0.975	atemporal	10time2
2533	0.982	atemporal	10time2
8595	0.982	atemporal	10time2
7112	0.976	atemporal	10time2
1711	0.636	present	10time2
642	0.98	atemporal	10time2
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
3108	0.986	atemporal	1time3
96	0.637	future	1time3
12659	0.985	atemporal	1time3
9598	0.985	atemporal	1time3
4615	0.981	atemporal	1time3
10376	0.98	atemporal	1time3
7344	0.981	atemporal	1time3
3518	0.98	atemporal	1time3
11246	0.982	atemporal	1time3
13551	0.98	atemporal	1time3
11772	0.984	atemporal	1time3
12299	0.984	atemporal	1time3
3994	0.668	future	1time3
5345	0.986	atemporal	1time3
14234	0.99	atemporal	1time3
555	0.987	atemporal	1time3
2051	0.979	atemporal	1time3
4590	0.981	atemporal	1time3
14485	0.985	atemporal	1time3
690	0.982	atemporal	1time3
12810	0.98	atemporal	1time3
8942	0.982	atemporal	1time3
12915	0.98	atemporal	1time3
6132	0.869	neutral	1time3
749	0.982	atemporal	1time3
11839	0.98	atemporal	1time3
13620	0.981	atemporal	1time3
3693	0.983	atemporal	1time3
11147	0.983	atemporal	1time3
4934	0.986	atemporal	1time3
11420	0.981	atemporal	1time3
5795	0.688	present	1time3
5463	0.929	neutral	1time3
1828	0.981	atemporal	1time3
7945	0.582	present	1time3
7564	0.982	atemporal	1time3
662	0.585	present	1time3
10690	0.916	neutral	1time3
10110	0.986	atemporal	1time3
1843	0.98	atemporal	1time3
9107	0.989	atemporal	1time3
4344	0.982	atemporal	1time3
14979	0.628	future	1time3
4446	0.521	past	1time3
1885	0.98	atemporal	1time3
6887	0.982	atemporal	1time3
2744	0.988	atemporal	1time3
14856	0.506	past	1time3
10012	0.981	atemporal	1time3
4456	0.981	atemporal	1time3
9227	0.98	atemporal	1time3
9518	0.912	neutral	1time3
5855	0.654	future	1time3
5125	0.982	atemporal	1time3
9120	0.981	atemporal	1time3
13471	0.985	atemporal	1time3
14786	0.979	atemporal	1time3
4593	0.63	future	1time3
3916	0.985	atemporal	1time3
5568	0.868	neutral	1time3
14060	0.979	atemporal	1time3
7754	0.525	past	1time3
12303	0.982	atemporal	1time3
6339	0.979	atemporal	1time3
6763	0.982	atemporal	1time3
12273	0.912	neutral	1time3
12078	0.984	atemporal	1time3
2140	0.98	atemporal	1time3
1072	0.983	atemporal	1time3
13940	0.589	present	1time3
3129	0.98	atemporal	1time3
635	0.982	atemporal	1time3
12639	0.979	atemporal	1time3
4084	0.985	atemporal	1time3
14701	0.984	atemporal	1time3
7376	0.981	atemporal	1time3
106	0.983	atemporal	1time3
3997	0.983	atemporal	1time3
8244	0.98	atemporal	1time3
2725	0.985	atemporal	1time3
6674	0.981	atemporal	1time3
9933	0.985	atemporal	1time3
5064	0.986	atemporal	1time3
10477	0.769	present	1time3
1289	0.981	atemporal	1time3
6764	0.984	atemporal	1time3
7943	0.984	atemporal	1time3
8531	0.638	future	1time3
4639	0.982	atemporal	1time3
10306	0.98	atemporal	1time3
4608	0.6	present	1time3
8446	0.505	past	1time3
15	0.979	atemporal	1time3
3275	0.986	atemporal	1time3
8156	0.986	atemporal	1time3
10639	0.984	atemporal	1time3
13681	0.984	atemporal	1time3
5685	0.983	atemporal	1time3
11659	0.873	neutral	1time3
5386	0.979	atemporal	1time3
9278	0.979	atemporal	1time3
1709	0.981	atemporal	1time3
605	0.979	atemporal	1time3
13278	0.98	atemporal	1time3
3957	0.979	atemporal	1time3
2509	0.524	past	1time3
5899	0.534	past	1time3
7306	0.532	past	1time3
14343	0.981	atemporal	1time3
3489	0.98	atemporal	1time3
3167	0.982	atemporal	1time3
7929	0.647	present	1time3
7355	0.989	atemporal	1time3
1559	0.987	atemporal	1time3
11719	0.985	atemporal	1time3
10285	0.981	atemporal	1time3
12965	0.984	atemporal	1time3
11006	0.984	atemporal	1time3
10865	0.985	atemporal	1time3
4990	0.981	atemporal	1time3
6041	0.987	atemporal	1time3
598	0.982	atemporal	1time3
7988	0.985	atemporal	1time3
8577	0.986	atemporal	1time3
3451	0.98	atemporal	1time3
273	0.988	atemporal	1time3
11729	0.982	atemporal	1time3
5551	0.981	atemporal	1time3
9490	0.51	past	1time3
13396	0.982	atemporal	1time3
10628	0.981	atemporal	1time3
4147	0.982	atemporal	1time3
8922	0.982	atemporal	1time3
2792	0.636	future	1time3
3412	0.98	atemporal	1time3
11590	0.98	atemporal	1time3
2374	0.981	atemporal	1time3
6330	0.985	atemporal	1time3
14356	0.98	atemporal	1time3
2998	0.98	atemporal	1time3
9218	0.982	atemporal	1time3
14372	0.984	atemporal	1time3
5517	0.994	atemporal	1time3
1002	0.982	atemporal	1time3
5976	0.985	atemporal	1time3
4941	0.518	past	1time3
7580	0.507	past	1time3
44	0.981	atemporal	1time3
11609	0.988	atemporal	1time3
14646	0.98	atemporal	1time3
6985	0.98	atemporal	1time3
6462	0.981	atemporal	1time3
3296	0.98	atemporal	1time3
11879	0.99	atemporal	1time3
3288	0.988	atemporal	1time3
2283	0.982	atemporal	1time3
3166	0.981	atemporal	1time3
8949	0.591	present	1time3
14823	0.984	atemporal	1time3
3500	0.988	atemporal	1time3
10059	0.981	atemporal	1time3
8820	0.984	atemporal	1time3
4858	0.989	atemporal	1time3
8767	0.98	atemporal	1time3
11496	0.98	atemporal	1time3
7400	0.983	atemporal	1time3
415	0.982	atemporal	1time3
3175	0.987	atemporal	1time3
4440	0.979	atemporal	1time3
10386	0.984	atemporal	1time3
14440	0.899	neutral	1time3
11721	0.939	neutral	1time3
13859	0.986	atemporal	1time3
14730	0.985	atemporal	1time3
14196	0.987	atemporal	1time3
7255	0.982	atemporal	1time3
9481	0.985	atemporal	1time3
10141	0.982	atemporal	1time3
11221	0.983	atemporal	1time3
1943	0.596	present	1time3
2677	0.979	atemporal	1time3
1740	0.98	atemporal	1time3
9675	0.983	atemporal	1time3
11871	0.981	atemporal	1time3
4460	0.981	atemporal	1time3
4560	0.981	atemporal	1time3
573	0.955	neutral	1time3
7371	0.98	atemporal	1time3
3911	0.98	atemporal	1time3
12010	0.987	atemporal	1time3
8041	0.982	atemporal	1time3
11174	0.982	atemporal	1time3
11559	0.927	neutral	1time3
8617	0.646	future	1time3
10939	0.981	atemporal	1time3
9804	0.987	atemporal	1time3
5950	0.991	atemporal	1time3
5261	0.989	atemporal	1time3
7680	0.982	atemporal	1time3
2649	0.925	neutral	1time3
1584	0.98	atemporal	1time3
13745	0.995	atemporal	1time3
5146	0.984	atemporal	1time3
3682	0.61	present	1time3
6677	0.981	atemporal	1time3
5870	0.984	atemporal	1time3
8415	0.99	atemporal	1time3
5665	0.634	future	1time3
5222	0.911	neutral	1time3
3714	0.981	atemporal	1time3
2177	0.981	atemporal	1time3
5472	0.666	future	1time3
3342	0.982	atemporal	1time3
6331	0.651	future	1time3
3580	0.98	atemporal	1time3
1278	0.992	atemporal	1time3
4649	0.985	atemporal	1time3
7142	0.98	atemporal	1time3
9451	0.982	atemporal	1time3
7635	0.875	neutral	1time3
6022	0.984	atemporal	1time3
9442	0.985	atemporal	1time3
3922	0.98	atemporal	1time3
6658	0.981	atemporal	1time3
5494	0.98	atemporal	1time3
4807	0.982	atemporal	1time3
3960	0.982	atemporal	1time3
5731	0.982	atemporal	1time3
13265	0.982	atemporal	1time3
7733	0.98	atemporal	1time3
4719	0.986	atemporal	1time3
10109	0.984	atemporal	1time3
1156	0.982	atemporal	1time3
3355	0.979	atemporal	1time3
3447	0.892	neutral	1time3
728	0.988	atemporal	1time3
414	0.98	atemporal	1time3
5267	0.982	atemporal	1time3
5104	0.983	atemporal	1time3
6871	0.988	atemporal	1time3
7170	0.983	atemporal	1time3
6177	0.986	atemporal	1time3
4163	0.542	past	1time3
7983	0.544	past	1time3
12140	0.984	atemporal	1time3
4189	0.98	atemporal	1time3
10979	0.979	atemporal	1time3
10631	0.639	future	1time3
11485	0.985	atemporal	1time3
5856	0.98	atemporal	1time3
3874	0.982	atemporal	1time3
8463	0.55	past	1time3
1148	0.984	atemporal	1time3
13134	0.98	atemporal	1time3
13504	0.923	neutral	1time3
9337	0.52	past	1time3
11507	0.64	future	1time3
1104	0.58	present	1time3
10579	0.871	neutral	1time3
13608	0.979	atemporal	1time3
2206	0.986	atemporal	1time3
6248	0.983	atemporal	1time3
7120	0.983	atemporal	1time3
12519	0.984	atemporal	1time3
8371	0.652	future	1time3
13126	0.985	atemporal	1time3
14269	0.582	present	1time3
9206	0.88	neutral	1time3
7424	0.979	atemporal	1time3
1661	0.983	atemporal	1time3
12727	0.979	atemporal	1time3
5203	0.984	atemporal	1time3
84	0.98	atemporal	1time3
14969	0.989	atemporal	1time3
684	0.979	atemporal	1time3
4837	0.985	atemporal	1time3
1246	0.98	atemporal	1time3
4520	0.986	atemporal	1time3
2560	0.98	atemporal	1time3
10247	0.915	neutral	1time3
6401	0.98	atemporal	1time3
9449	0.582	present	1time3
107	0.982	atemporal	1time3
5932	0.981	atemporal	1time3
2426	0.98	atemporal	1time3
4388	0.979	atemporal	1time3
12832	0.979	atemporal	1time3
9757	0.98	atemporal	1time3
12117	0.979	atemporal	1time3
3467	0.983	atemporal	1time3
7044	0.981	atemporal	1time3
14385	0.872	neutral	1time3
5793	0.586	present	1time3
3402	0.98	atemporal	1time3
14613	0.981	atemporal	1time3
3237	0.98	atemporal	1time3
3952	0.509	past	1time3
6630	0.987	atemporal	1time3
11237	0.982	atemporal	1time3
10442	0.981	atemporal	1time3
10162	0.981	atemporal	1time3
6972	0.986	atemporal	1time3
6405	0.979	atemporal	1time3
1849	0.98	atemporal	1time3
10224	0.981	atemporal	1time3
9117	0.988	atemporal	1time3
10085	0.634	present	1time3
3948	0.632	future	1time3
5424	0.649	present	1time3
2412	0.985	atemporal	1time3
1075	0.635	present	1time3
14450	0.983	atemporal	1time3
6623	0.981	atemporal	1time3
5130	0.983	atemporal	1time3
12575	0.516	past	1time3
14899	0.511	past	1time3
1012	0.991	atemporal	1time3
4144	0.982	atemporal	1time3
14749	0.983	atemporal	1time3
3311	0.982	atemporal	1time3
9950	0.648	future	1time3
4667	0.98	atemporal	1time3
8701	0.98	atemporal	1time3
7315	0.979	atemporal	1time3
3669	0.979	atemporal	1time3
9022	0.65	future	1time3
14191	0.989	atemporal	1time3
341	0.979	atemporal	1time3
14524	0.984	atemporal	1time3
8413	0.64	future	1time3
4376	0.983	atemporal	1time3
9988	0.983	atemporal	1time3
8903	0.585	present	1time3
4414	0.986	atemporal	1time3
12958	0.869	neutral	1time3
1269	0.983	atemporal	1time3
4433	0.982	atemporal	1time3
12092	0.984	atemporal	1time3
11419	0.986	atemporal	1time3
3220	0.985	atemporal	1time3
10137	0.523	past	1time3
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
1125	0.89	neutral	2time3
10094	0.985	atemporal	2time3
10770	0.986	atemporal	2time3
8446	0.982	atemporal	2time3
6738	0.883	neutral	2time3
12816	0.983	atemporal	2time3
2003	0.987	atemporal	2time3
2080	0.89	neutral	2time3
13878	0.987	atemporal	2time3
5856	0.99	atemporal	2time3
14346	0.985	atemporal	2time3
2751	0.578	present	2time3
9944	0.983	atemporal	2time3
17	0.985	atemporal	2time3
6889	0.981	atemporal	2time3
10135	0.985	atemporal	2time3
12664	0.647	past	2time3
11582	0.983	atemporal	2time3
5494	0.982	atemporal	2time3
14481	0.984	atemporal	2time3
8001	0.983	atemporal	2time3
3320	0.983	atemporal	2time3
5375	0.686	future	2time3
8279	0.982	atemporal	2time3
11828	0.983	atemporal	2time3
15000	0.989	atemporal	2time3
7318	0.982	atemporal	2time3
8669	0.914	neutral	2time3
14029	0.985	atemporal	2time3
12564	0.986	atemporal	2time3
191	0.981	atemporal	2time3
6285	0.985	atemporal	2time3
6670	0.984	atemporal	2time3
12938	0.984	atemporal	2time3
11742	0.985	atemporal	2time3
5330	0.642	past	2time3
1232	0.987	atemporal	2time3
4857	0.985	atemporal	2time3
13999	0.986	atemporal	2time3
2811	0.983	atemporal	2time3
14184	0.983	atemporal	2time3
6175	0.984	atemporal	2time3
1845	0.986	atemporal	2time3
11407	0.984	atemporal	2time3
7676	0.648	future	2time3
12014	0.984	atemporal	2time3
12124	0.983	atemporal	2time3
12752	0.984	atemporal	2time3
11286	0.983	atemporal	2time3
6773	0.656	future	2time3
7239	0.982	atemporal	2time3
13001	0.986	atemporal	2time3
10011	0.983	atemporal	2time3
13689	0.637	past	2time3
5097	0.986	atemporal	2time3
10560	0.985	atemporal	2time3
1356	0.981	atemporal	2time3
699	0.637	past	2time3
13802	0.984	atemporal	2time3
3607	0.646	past	2time3
8402	0.887	neutral	2time3
14207	0.987	atemporal	2time3
9745	0.984	atemporal	2time3
480	0.982	atemporal	2time3
6269	0.987	atemporal	2time3
7348	0.984	atemporal	2time3
476	0.981	atemporal	2time3
12210	0.695	future	2time3
11596	0.983	atemporal	2time3
2518	0.588	present	2time3
9339	0.981	atemporal	2time3
3650	0.984	atemporal	2time3
6236	0.981	atemporal	2time3
13702	0.986	atemporal	2time3
4555	0.674	present	2time3
481	0.981	atemporal	2time3
9889	0.981	atemporal	2time3
13530	0.983	atemporal	2time3
12953	0.991	atemporal	2time3
6424	0.984	atemporal	2time3
9080	0.983	atemporal	2time3
7873	0.987	atemporal	2time3
1183	0.993	atemporal	2time3
12241	0.987	atemporal	2time3
13679	0.988	atemporal	2time3
14575	0.982	atemporal	2time3
3677	0.984	atemporal	2time3
13252	0.957	neutral	2time3
2307	0.981	atemporal	2time3
14495	0.987	atemporal	2time3
5265	0.986	atemporal	2time3
10930	0.983	atemporal	2time3
2978	0.981	atemporal	2time3
14633	0.981	atemporal	2time3
14332	0.931	neutral	2time3
12810	0.981	atemporal	2time3
11432	0.984	atemporal	2time3
8877	0.982	atemporal	2time3
4398	0.651	past	2time3
1791	0.611	present	2time3
3168	0.89	neutral	2time3
14643	0.981	atemporal	2time3
1531	0.981	atemporal	2time3
2900	0.715	past	2time3
4805	0.982	atemporal	2time3
7853	0.879	neutral	2time3
8627	0.981	atemporal	2time3
7177	0.985	atemporal	2time3
6311	0.981	atemporal	2time3
4104	0.985	atemporal	2time3
8817	0.981	atemporal	2time3
7568	0.986	atemporal	2time3
2509	0.582	present	2time3
10808	0.982	atemporal	2time3
2763	0.989	atemporal	2time3
3436	0.668	past	2time3
7609	0.982	atemporal	2time3
9872	0.981	atemporal	2time3
4548	0.647	future	2time3
8361	0.981	atemporal	2time3
11416	0.648	future	2time3
10472	0.986	atemporal	2time3
14157	0.891	neutral	2time3
7871	0.99	atemporal	2time3
6834	0.934	neutral	2time3
9724	0.982	atemporal	2time3
14138	0.986	atemporal	2time3
14775	0.983	atemporal	2time3
7511	0.981	atemporal	2time3
7074	0.981	atemporal	2time3
2338	0.984	atemporal	2time3
4797	0.984	atemporal	2time3
6294	0.983	atemporal	2time3
11250	0.985	atemporal	2time3
3027	0.985	atemporal	2time3
1515	0.981	atemporal	2time3
7345	0.982	atemporal	2time3
13311	0.985	atemporal	2time3
6775	0.726	future	2time3
10242	0.889	neutral	2time3
12899	0.66	present	2time3
1543	0.983	atemporal	2time3
4971	0.985	atemporal	2time3
4038	0.699	past	2time3
5683	0.984	atemporal	2time3
8145	0.904	neutral	2time3
4237	0.985	atemporal	2time3
1989	0.983	atemporal	2time3
2462	0.985	atemporal	2time3
14109	0.981	atemporal	2time3
14298	0.983	atemporal	2time3
11376	0.981	atemporal	2time3
14572	0.983	atemporal	2time3
5614	0.987	atemporal	2time3
7550	0.925	neutral	2time3
9062	0.981	atemporal	2time3
6922	0.981	atemporal	2time3
6761	0.583	present	2time3
13256	0.983	atemporal	2time3
10462	0.645	past	2time3
9159	0.989	atemporal	2time3
12966	0.982	atemporal	2time3
12760	0.984	atemporal	2time3
2023	0.989	atemporal	2time3
7552	0.683	past	2time3
5948	0.985	atemporal	2time3
64	0.984	atemporal	2time3
3606	0.983	atemporal	2time3
8803	0.982	atemporal	2time3
6700	0.569	present	2time3
5435	0.987	atemporal	2time3
3430	0.981	atemporal	2time3
6676	0.985	atemporal	2time3
10047	0.983	atemporal	2time3
13468	0.988	atemporal	2time3
14644	0.984	atemporal	2time3
3236	0.985	atemporal	2time3
4656	0.884	neutral	2time3
5875	0.88	neutral	2time3
8738	0.981	atemporal	2time3
13286	0.986	atemporal	2time3
3527	0.984	atemporal	2time3
2567	0.599	present	2time3
696	0.981	atemporal	2time3
958	0.983	atemporal	2time3
12509	0.983	atemporal	2time3
13654	0.981	atemporal	2time3
4900	0.987	atemporal	2time3
9288	0.987	atemporal	2time3
12657	0.987	atemporal	2time3
6942	0.681	future	2time3
3311	0.982	atemporal	2time3
5041	0.989	atemporal	2time3
10882	0.592	present	2time3
326	0.988	atemporal	2time3
9473	0.985	atemporal	2time3
4760	0.988	atemporal	2time3
7140	0.57	present	2time3
7399	0.983	atemporal	2time3
11557	0.987	atemporal	2time3
3980	0.982	atemporal	2time3
3094	0.982	atemporal	2time3
8808	0.981	atemporal	2time3
9845	0.986	atemporal	2time3
1711	0.983	atemporal	2time3
5426	0.987	atemporal	2time3
11055	0.981	atemporal	2time3
11931	0.985	atemporal	2time3
6036	0.981	atemporal	2time3
9243	0.987	atemporal	2time3
9327	0.577	present	2time3
6239	0.63	past	2time3
8522	0.981	atemporal	2time3
5439	0.642	present	2time3
13841	0.987	atemporal	2time3
13967	0.982	atemporal	2time3
12918	0.983	atemporal	2time3
11696	0.982	atemporal	2time3
12797	0.984	atemporal	2time3
1710	0.981	atemporal	2time3
2997	0.72	future	2time3
4671	0.981	atemporal	2time3
12789	0.981	atemporal	2time3
4032	0.986	atemporal	2time3
7960	0.984	atemporal	2time3
1547	0.949	neutral	2time3
2853	0.985	atemporal	2time3
355	0.986	atemporal	2time3
9258	0.652	future	2time3
10967	0.982	atemporal	2time3
3210	0.981	atemporal	2time3
7448	0.985	atemporal	2time3
12491	0.653	present	2time3
4341	0.985	atemporal	2time3
4743	0.981	atemporal	2time3
3858	0.982	atemporal	2time3
5419	0.672	past	2time3
9293	0.987	atemporal	2time3
9337	0.653	past	2time3
8786	0.983	atemporal	2time3
9705	0.984	atemporal	2time3
10878	0.981	atemporal	2time3
12156	0.644	future	2time3
3252	0.985	atemporal	2time3
13242	0.984	atemporal	2time3
4945	0.981	atemporal	2time3
10458	0.982	atemporal	2time3
13287	0.982	atemporal	2time3
10869	0.986	atemporal	2time3
13990	0.645	future	2time3
5587	0.983	atemporal	2time3
491	0.982	atemporal	2time3
14686	0.985	atemporal	2time3
2780	0.659	future	2time3
14290	0.989	atemporal	2time3
8870	0.984	atemporal	2time3
8745	0.982	atemporal	2time3
13645	0.984	atemporal	2time3
474	0.985	atemporal	2time3
10052	0.664	past	2time3
4387	0.985	atemporal	2time3
4924	0.985	atemporal	2time3
2970	0.985	atemporal	2time3
12667	0.981	atemporal	2time3
10155	0.981	atemporal	2time3
10031	0.984	atemporal	2time3
7204	0.983	atemporal	2time3
7244	0.648	past	2time3
7274	0.991	atemporal	2time3
10852	0.981	atemporal	2time3
7907	0.651	future	2time3
9920	0.638	past	2time3
10918	0.985	atemporal	2time3
12636	0.982	atemporal	2time3
11394	0.985	atemporal	2time3
10508	0.663	future	2time3
1914	0.985	atemporal	2time3
12807	0.989	atemporal	2time3
9015	0.981	atemporal	2time3
2309	0.604	present	2time3
6776	0.985	atemporal	2time3
12903	0.981	atemporal	2time3
7150	0.988	atemporal	2time3
3389	0.983	atemporal	2time3
920	0.988	atemporal	2time3
5719	0.984	atemporal	2time3
10783	0.986	atemporal	2time3
8609	0.987	atemporal	2time3
12862	0.981	atemporal	2time3
3767	0.981	atemporal	2time3
3332	0.982	atemporal	2time3
702	0.981	atemporal	2time3
11745	0.989	atemporal	2time3
6772	0.983	atemporal	2time3
4223	0.989	atemporal	2time3
12313	0.982	atemporal	2time3
8276	0.988	atemporal	2time3
10076	0.9	neutral	2time3
11182	0.983	atemporal	2time3
2815	0.644	future	2time3
9335	0.984	atemporal	2time3
11611	0.981	atemporal	2time3
11060	0.986	atemporal	2time3
1534	0.982	atemporal	2time3
7503	0.654	future	2time3
4247	0.99	atemporal	2time3
11167	0.69	past	2time3
8775	0.707	future	2time3
2828	0.985	atemporal	2time3
11123	0.983	atemporal	2time3
3965	0.981	atemporal	2time3
9814	0.654	past	2time3
14028	0.989	atemporal	2time3
12648	0.983	atemporal	2time3
9753	0.986	atemporal	2time3
13506	0.694	past	2time3
10343	0.982	atemporal	2time3
11434	0.982	atemporal	2time3
12601	0.982	atemporal	2time3
3139	0.987	atemporal	2time3
13161	0.985	atemporal	2time3
4035	0.983	atemporal	2time3
4372	0.983	atemporal	2time3
9991	0.981	atemporal	2time3
6731	0.645	past	2time3
8865	0.896	neutral	2time3
1858	0.987	atemporal	2time3
4235	0.983	atemporal	2time3
4469	0.988	atemporal	2time3
14629	0.983	atemporal	2time3
14887	0.985	atemporal	2time3
3109	0.588	present	2time3
10381	0.988	atemporal	2time3
6528	0.903	neutral	2time3
8177	0.988	atemporal	2time3
14017	0.988	atemporal	2time3
11415	0.984	atemporal	2time3
9226	0.985	atemporal	2time3
11494	0.988	atemporal	2time3
370	0.983	atemporal	2time3
1100	0.989	atemporal	2time3
2999	0.981	atemporal	2time3
10985	0.982	atemporal	2time3
7316	0.981	atemporal	2time3
13501	0.991	atemporal	2time3
11322	0.985	atemporal	2time3
6341	0.984	atemporal	2time3
5983	0.981	atemporal	2time3
8737	0.982	atemporal	2time3
14225	0.982	atemporal	2time3
6136	0.983	atemporal	2time3
13225	0.983	atemporal	2time3
3360	0.981	atemporal	2time3
2612	0.987	atemporal	2time3
1666	0.569	present	2time3
14318	0.981	atemporal	2time3
14046	0.981	atemporal	2time3
9027	0.982	atemporal	2time3
9038	0.637	present	2time3
1392	0.885	neutral	2time3
14776	0.987	atemporal	2time3
7288	0.981	atemporal	2time3
1636	0.984	atemporal	2time3
4866	0.982	atemporal	2time3
3393	0.983	atemporal	2time3
493	0.988	atemporal	2time3
13034	0.983	atemporal	2time3
950	0.982	atemporal	2time3
8181	0.987	atemporal	2time3
11290	0.987	atemporal	2time3
4687	0.647	present	2time3
9699	0.988	atemporal	2time3
9559	0.65	future	2time3
9250	0.659	future	2time3
6476	0.985	atemporal	2time3
10037	0.982	atemporal	2time3
4598	0.988	atemporal	2time3
6546	0.984	atemporal	2time3
6625	0.985	atemporal	2time3
3597	0.981	atemporal	2time3
530	0.981	atemporal	2time3
4171	0.571	present	2time3
875	0.905	neutral	2time3
11051	0.986	atemporal	2time3
13553	0.99	atemporal	2time3
5234	0.985	atemporal	2time3
4115	0.981	atemporal	2time3
62	0.982	atemporal	2time3
5020	0.984	atemporal	2time3
11928	0.982	atemporal	2time3
11569	0.984	atemporal	2time3
7647	0.672	future	2time3
3324	0.982	atemporal	2time3
13098	0.983	atemporal	2time3
10758	0.984	atemporal	2time3
8032	0.894	neutral	2time3
3530	0.982	atemporal	2time3
983	0.985	atemporal	2time3
6362	0.984	atemporal	2time3
5635	0.882	neutral	2time3
14865	0.983	atemporal	2time3
10363	0.733	present	2time3
7877	0.983	atemporal	2time3
1480	0.985	atemporal	2time3
999	0.987	atemporal	2time3
14461	0.984	atemporal	2time3
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
5277	0.987	atemporal	3time3
6437	0.603	past	3time3
8537	0.985	atemporal	3time3
12213	0.723	future	3time3
3205	0.987	atemporal	3time3
9925	0.99	atemporal	3time3
4925	0.99	atemporal	3time3
2672	0.987	atemporal	3time3
10238	0.985	atemporal	3time3
10864	0.888	neutral	3time3
11390	0.988	atemporal	3time3
2107	0.741	present	3time3
12310	0.985	atemporal	3time3
9552	0.986	atemporal	3time3
2546	0.989	atemporal	3time3
99	0.988	atemporal	3time3
471	0.989	atemporal	3time3
6799	0.984	atemporal	3time3
10696	0.667	present	3time3
12639	0.987	atemporal	3time3
9381	0.877	neutral	3time3
8021	0.984	atemporal	3time3
13249	0.987	atemporal	3time3
9648	0.987	atemporal	3time3
8737	0.619	past	3time3
13908	0.985	atemporal	3time3
5341	0.888	neutral	3time3
8848	0.984	atemporal	3time3
13087	0.622	past	3time3
4230	0.986	atemporal	3time3
11608	0.987	atemporal	3time3
5101	0.984	atemporal	3time3
2728	0.986	atemporal	3time3
12279	0.985	atemporal	3time3
6389	0.992	atemporal	3time3
14878	0.989	atemporal	3time3
12368	0.985	atemporal	3time3
12425	0.986	atemporal	3time3
227	0.984	atemporal	3time3
7684	0.987	atemporal	3time3
11065	0.984	atemporal	3time3
12351	0.987	atemporal	3time3
7124	0.985	atemporal	3time3
13171	0.896	neutral	3time3
2967	0.679	past	3time3
9547	0.987	atemporal	3time3
5916	0.985	atemporal	3time3
4309	0.984	atemporal	3time3
2745	0.984	atemporal	3time3
1162	0.984	atemporal	3time3
13485	0.985	atemporal	3time3
4673	0.993	atemporal	3time3
214	0.989	atemporal	3time3
6491	0.992	atemporal	3time3
13559	0.986	atemporal	3time3
7985	0.984	atemporal	3time3
12051	0.984	atemporal	3time3
13163	0.987	atemporal	3time3
4480	0.744	future	3time3
9221	0.987	atemporal	3time3
3833	0.984	atemporal	3time3
8094	0.989	atemporal	3time3
1519	0.988	atemporal	3time3
14637	0.985	atemporal	3time3
13075	0.989	atemporal	3time3
2482	0.984	atemporal	3time3
7512	0.987	atemporal	3time3
12390	0.614	past	3time3
3130	0.989	atemporal	3time3
3889	0.99	atemporal	3time3
5190	0.989	atemporal	3time3
4683	0.986	atemporal	3time3
10733	0.985	atemporal	3time3
10471	0.987	atemporal	3time3
6789	0.896	neutral	3time3
4231	0.985	atemporal	3time3
11831	0.672	present	3time3
7873	0.63	past	3time3
5100	0.988	atemporal	3time3
2240	0.984	atemporal	3time3
12859	0.996	atemporal	3time3
96	0.992	atemporal	3time3
13265	0.987	atemporal	3time3
6038	0.765	present	3time3
4727	0.893	neutral	3time3
6908	0.662	present	3time3
6153	0.986	atemporal	3time3
8689	0.984	atemporal	3time3
14114	0.662	present	3time3
6242	0.987	atemporal	3time3
4875	0.662	present	3time3
12692	0.985	atemporal	3time3
9736	0.985	atemporal	3time3
2223	0.987	atemporal	3time3
4529	0.986	atemporal	3time3
11306	0.989	atemporal	3time3
12765	0.996	atemporal	3time3
