INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
14673	0.995	atemporal	7time123
5378	0.995	atemporal	7time123
3823	0.995	atemporal	7time123
11864	1.0	atemporal	7time123
1184	0.982	atemporal	7time123
7174	0.996	atemporal	7time123
6146	1.0	temporal	7time123
9077	0.983	atemporal	7time123
6092	0.989	atemporal	7time123
4377	0.99	atemporal	7time123
13918	1.0	atemporal	7time123
11262	0.997	atemporal	7time123
11633	0.994	atemporal	7time123
8573	0.983	atemporal	7time123
1215	0.999	atemporal	7time123
6579	0.991	atemporal	7time123
11138	0.995	atemporal	7time123
7908	0.997	atemporal	7time123
11661	0.985	atemporal	7time123
2836	1.0	temporal	7time123
9407	0.998	atemporal	7time123
9339	0.998	atemporal	7time123
5096	0.984	atemporal	7time123
4629	0.998	atemporal	7time123
3256	0.992	atemporal	7time123
6410	1.0	temporal	7time123
5971	0.99	atemporal	7time123
12395	1.0	atemporal	7time123
1026	1.0	temporal	7time123
1934	0.999	atemporal	7time123
7508	0.977	atemporal	7time123
8214	1.0	temporal	7time123
7922	0.993	atemporal	7time123
862	0.978	atemporal	7time123
6615	1.0	atemporal	7time123
2844	0.997	atemporal	7time123
4826	0.983	atemporal	7time123
11811	0.998	atemporal	7time123
1708	0.989	atemporal	7time123
14883	0.995	atemporal	7time123
4674	0.992	atemporal	7time123
9071	0.981	atemporal	7time123
14897	1.0	temporal	7time123
14513	1.0	temporal	7time123
4223	1.0	atemporal	7time123
12641	1.0	temporal	7time123
7497	0.989	atemporal	7time123
13217	0.988	atemporal	7time123
7567	1.0	temporal	7time123
1577	0.998	atemporal	7time123
13784	0.986	atemporal	7time123
7682	0.991	atemporal	7time123
11795	1.0	temporal	7time123
3264	0.979	atemporal	7time123
2397	0.983	atemporal	7time123
3308	0.98	atemporal	7time123
8706	0.981	atemporal	7time123
737	1.0	temporal	7time123
13928	0.989	atemporal	7time123
10343	1.0	temporal	7time123
11936	0.999	atemporal	7time123
1919	1.0	temporal	7time123
9863	1.0	temporal	7time123
9160	0.977	atemporal	7time123
835	1.0	temporal	7time123
9289	0.994	atemporal	7time123
647	0.992	atemporal	7time123
5584	0.989	atemporal	7time123
4926	0.998	atemporal	7time123
13448	0.994	atemporal	7time123
7510	1.0	temporal	7time123
13030	0.98	atemporal	7time123
1492	0.989	atemporal	7time123
11834	0.998	atemporal	7time123
1080	0.998	atemporal	7time123
3818	0.993	atemporal	7time123
356	0.992	atemporal	7time123
3205	0.986	atemporal	7time123
11164	0.997	atemporal	7time123
14887	0.996	atemporal	7time123
1198	1.0	atemporal	7time123
13781	0.999	atemporal	7time123
14824	0.981	atemporal	7time123
3214	0.998	atemporal	7time123
11123	0.997	atemporal	7time123
1094	0.999	atemporal	7time123
12346	0.992	atemporal	7time123
8937	1.0	atemporal	7time123
14975	0.986	atemporal	7time123
11508	0.993	atemporal	7time123
13873	0.989	atemporal	7time123
11702	0.998	atemporal	7time123
12990	0.977	atemporal	7time123
14565	0.995	atemporal	7time123
9984	0.995	atemporal	7time123
8866	1.0	atemporal	7time123
8258	0.999	atemporal	7time123
5213	1.0	temporal	7time123
818	0.987	atemporal	7time123
8911	0.998	atemporal	7time123
7778	0.977	atemporal	7time123
6274	0.978	atemporal	7time123
5133	1.0	temporal	7time123
9040	0.993	atemporal	7time123
5995	1.0	atemporal	7time123
9314	0.99	atemporal	7time123
12018	0.995	atemporal	7time123
9629	0.996	atemporal	7time123
14757	0.982	atemporal	7time123
1984	1.0	atemporal	7time123
11437	0.994	atemporal	7time123
11212	0.977	atemporal	7time123
10875	0.988	atemporal	7time123
9953	1.0	atemporal	7time123
4360	0.995	atemporal	7time123
8009	1.0	temporal	7time123
5686	0.999	atemporal	7time123
1599	1.0	atemporal	7time123
12617	0.978	atemporal	7time123
2458	0.996	atemporal	7time123
13629	0.986	atemporal	7time123
5969	0.985	atemporal	7time123
8367	0.989	atemporal	7time123
11337	0.993	atemporal	7time123
4589	0.982	atemporal	7time123
3486	1.0	temporal	7time123
4614	0.999	atemporal	7time123
7812	0.979	atemporal	7time123
3321	0.991	atemporal	7time123
3241	0.994	atemporal	7time123
2785	0.995	atemporal	7time123
9002	0.995	atemporal	7time123
14411	0.995	atemporal	7time123
6488	0.989	atemporal	7time123
4518	0.999	atemporal	7time123
8249	0.998	atemporal	7time123
10828	0.992	atemporal	7time123
14833	0.991	atemporal	7time123
1031	0.99	atemporal	7time123
13423	1.0	atemporal	7time123
2725	0.988	atemporal	7time123
4122	0.997	atemporal	7time123
13632	1.0	atemporal	7time123
14096	0.985	atemporal	7time123
7429	1.0	atemporal	7time123
9213	0.996	atemporal	7time123
922	0.989	atemporal	7time123
3550	0.993	atemporal	7time123
4201	0.998	atemporal	7time123
10824	0.989	atemporal	7time123
12288	1.0	atemporal	7time123
4485	1.0	atemporal	7time123
4141	1.0	temporal	7time123
3485	0.997	atemporal	7time123
5660	1.0	atemporal	7time123
2570	0.991	atemporal	7time123
3605	0.998	atemporal	7time123
7116	0.985	atemporal	7time123
14006	0.998	atemporal	7time123
12198	1.0	atemporal	7time123
25	0.999	atemporal	7time123
8837	0.997	atemporal	7time123
37	1.0	atemporal	7time123
3231	0.989	atemporal	7time123
5843	0.998	atemporal	7time123
10153	1.0	atemporal	7time123
10823	0.992	atemporal	7time123
5210	1.0	atemporal	7time123
8018	0.993	atemporal	7time123
13956	0.996	atemporal	7time123
173	0.989	atemporal	7time123
8344	0.999	atemporal	7time123
9990	1.0	temporal	7time123
2198	0.997	atemporal	7time123
5335	0.994	atemporal	7time123
12669	0.999	atemporal	7time123
8590	0.991	atemporal	7time123
9110	0.978	atemporal	7time123
11945	0.999	atemporal	7time123
9934	0.993	atemporal	7time123
4601	0.999	atemporal	7time123
8908	0.979	atemporal	7time123
233	0.979	atemporal	7time123
1831	0.991	atemporal	7time123
3674	0.988	atemporal	7time123
14375	1.0	atemporal	7time123
5596	0.985	atemporal	7time123
11135	0.99	atemporal	7time123
9622	1.0	atemporal	7time123
6519	0.996	atemporal	7time123
7929	0.99	atemporal	7time123
4363	0.979	atemporal	7time123
8855	1.0	temporal	7time123
12869	0.997	atemporal	7time123
3094	1.0	temporal	7time123
7255	0.997	atemporal	7time123
5889	0.994	atemporal	7time123
10694	0.998	atemporal	7time123
11999	0.997	atemporal	7time123
595	0.991	atemporal	7time123
14387	0.996	atemporal	7time123
11863	0.989	atemporal	7time123
5939	0.978	atemporal	7time123
3724	0.988	atemporal	7time123
8707	0.991	atemporal	7time123
11538	0.997	atemporal	7time123
3424	1.0	temporal	7time123
7134	0.997	atemporal	7time123
5067	0.989	atemporal	7time123
7648	0.993	atemporal	7time123
12414	0.993	atemporal	7time123
10714	1.0	atemporal	7time123
9723	0.98	atemporal	7time123
46	1.0	temporal	7time123
9395	0.998	atemporal	7time123
9018	1.0	atemporal	7time123
7335	0.997	atemporal	7time123
14623	0.999	atemporal	7time123
12194	1.0	temporal	7time123
4384	0.996	atemporal	7time123
13561	1.0	atemporal	7time123
13590	0.986	atemporal	7time123
8519	1.0	temporal	7time123
4420	0.986	atemporal	7time123
12994	0.979	atemporal	7time123
1371	0.978	atemporal	7time123
3903	0.996	atemporal	7time123
8913	0.977	atemporal	7time123
13565	1.0	atemporal	7time123
3857	1.0	atemporal	7time123
955	0.985	atemporal	7time123
1564	0.99	atemporal	7time123
9694	0.99	atemporal	7time123
1801	0.983	atemporal	7time123
8142	0.989	atemporal	7time123
2339	0.999	atemporal	7time123
13416	0.984	atemporal	7time123
2456	0.984	atemporal	7time123
10746	0.989	atemporal	7time123
10375	0.998	atemporal	7time123
11030	0.991	atemporal	7time123
11674	0.988	atemporal	7time123
9523	0.98	atemporal	7time123
3657	1.0	temporal	7time123
3429	0.983	atemporal	7time123
6991	0.999	atemporal	7time123
4766	0.998	atemporal	7time123
7202	0.986	atemporal	7time123
11339	1.0	atemporal	7time123
3467	0.99	atemporal	7time123
8936	0.999	atemporal	7time123
10704	1.0	atemporal	7time123
9161	0.99	atemporal	7time123
5163	1.0	temporal	7time123
3624	0.996	atemporal	7time123
14043	0.977	atemporal	7time123
13134	0.986	atemporal	7time123
9367	0.987	atemporal	7time123
5418	0.991	atemporal	7time123
6102	0.995	atemporal	7time123
11580	0.986	atemporal	7time123
5407	0.992	atemporal	7time123
11960	1.0	atemporal	7time123
10199	0.988	atemporal	7time123
4886	0.977	atemporal	7time123
8722	0.999	atemporal	7time123
10439	1.0	temporal	7time123
6227	0.996	atemporal	7time123
11267	0.996	atemporal	7time123
9123	1.0	atemporal	7time123
10724	0.977	atemporal	7time123
14399	0.986	atemporal	7time123
3601	1.0	atemporal	7time123
463	0.999	atemporal	7time123
10246	0.986	atemporal	7time123
4493	1.0	atemporal	7time123
11245	0.996	atemporal	7time123
1107	0.983	atemporal	7time123
7696	0.999	atemporal	7time123
4173	0.995	atemporal	7time123
7503	1.0	atemporal	7time123
11222	0.989	atemporal	7time123
12338	0.999	atemporal	7time123
14486	1.0	atemporal	7time123
5786	1.0	atemporal	7time123
5035	1.0	atemporal	7time123
2036	0.996	atemporal	7time123
198	0.988	atemporal	7time123
11651	0.989	atemporal	7time123
9545	0.999	atemporal	7time123
14805	0.987	atemporal	7time123
12181	1.0	atemporal	7time123
4770	1.0	temporal	7time123
8223	1.0	atemporal	7time123
13554	0.99	atemporal	7time123
7924	0.983	atemporal	7time123
113	0.981	atemporal	7time123
10159	1.0	atemporal	7time123
1600	0.989	atemporal	7time123
4073	0.987	atemporal	7time123
11409	0.99	atemporal	7time123
3626	0.998	atemporal	7time123
7252	0.996	atemporal	7time123
13623	1.0	atemporal	7time123
9513	1.0	atemporal	7time123
8357	0.993	atemporal	7time123
3763	0.989	atemporal	7time123
8637	0.999	atemporal	7time123
12418	0.994	atemporal	7time123
834	1.0	atemporal	7time123
4976	1.0	atemporal	7time123
6575	0.993	atemporal	7time123
7675	0.999	atemporal	7time123
13369	0.999	atemporal	7time123
4310	0.993	atemporal	7time123
1039	0.997	atemporal	7time123
4617	0.998	atemporal	7time123
11347	0.978	atemporal	7time123
6378	0.997	atemporal	7time123
5094	0.999	atemporal	7time123
4013	0.996	atemporal	7time123
1098	0.982	atemporal	7time123
3074	1.0	temporal	7time123
3271	0.981	atemporal	7time123
5258	0.994	atemporal	7time123
4123	0.999	atemporal	7time123
8443	0.994	atemporal	7time123
5152	0.999	atemporal	7time123
5051	0.999	atemporal	7time123
13517	0.998	atemporal	7time123
4774	0.987	atemporal	7time123
10132	0.977	atemporal	7time123
8994	0.977	atemporal	7time123
709	0.984	atemporal	7time123
5914	0.982	atemporal	7time123
10689	0.997	atemporal	7time123
5466	1.0	temporal	7time123
5339	1.0	atemporal	7time123
2245	0.992	atemporal	7time123
4957	1.0	atemporal	7time123
3427	0.998	atemporal	7time123
7705	1.0	atemporal	7time123
14073	1.0	atemporal	7time123
13846	0.989	atemporal	7time123
11582	0.981	atemporal	7time123
11186	1.0	temporal	7time123
7691	1.0	temporal	7time123
659	0.984	atemporal	7time123
6675	0.992	atemporal	7time123
5639	1.0	temporal	7time123
4242	0.996	atemporal	7time123
2551	0.993	atemporal	7time123
3263	0.998	atemporal	7time123
1291	1.0	atemporal	7time123
1832	1.0	temporal	7time123
1064	0.984	atemporal	7time123
11594	0.98	atemporal	7time123
12756	0.999	atemporal	7time123
1171	0.998	atemporal	7time123
421	0.986	atemporal	7time123
4403	0.985	atemporal	7time123
5370	0.991	atemporal	7time123
5767	0.979	atemporal	7time123
997	0.995	atemporal	7time123
9643	0.997	atemporal	7time123
3284	0.992	atemporal	7time123
4349	0.997	atemporal	7time123
12444	0.998	atemporal	7time123
7043	0.999	atemporal	7time123
7830	0.981	atemporal	7time123
9132	1.0	temporal	7time123
10569	0.998	atemporal	7time123
2964	0.979	atemporal	7time123
4881	0.999	atemporal	7time123
8909	1.0	atemporal	7time123
4512	0.997	atemporal	7time123
14033	0.998	atemporal	7time123
2886	0.996	atemporal	7time123
3233	0.993	atemporal	7time123
3799	0.992	atemporal	7time123
4932	1.0	atemporal	7time123
6732	0.981	atemporal	7time123
4364	0.996	atemporal	7time123
8031	0.989	atemporal	7time123
3377	1.0	temporal	7time123
1035	0.999	atemporal	7time123
4348	0.996	atemporal	7time123
6540	0.994	atemporal	7time123
1059	0.981	atemporal	7time123
1477	0.99	atemporal	7time123
4780	0.999	atemporal	7time123
14564	1.0	temporal	7time123
3915	0.994	atemporal	7time123
8987	0.994	atemporal	7time123
7719	0.998	atemporal	7time123
10056	1.0	atemporal	7time123
1132	0.994	atemporal	7time123
1763	0.98	atemporal	7time123
9345	0.993	atemporal	7time123
326	0.999	atemporal	7time123
1283	0.999	atemporal	7time123
14966	1.0	temporal	7time123
11388	0.998	atemporal	7time123
11349	1.0	temporal	7time123
6658	0.997	atemporal	7time123
4931	0.992	atemporal	7time123
11541	0.982	atemporal	7time123
5175	0.995	atemporal	7time123
3181	0.99	atemporal	7time123
5878	0.981	atemporal	7time123
13295	0.984	atemporal	7time123
7819	0.992	atemporal	7time123
81	0.999	atemporal	7time123
9072	0.993	atemporal	7time123
13779	0.997	atemporal	7time123
5367	1.0	temporal	7time123
14436	0.998	atemporal	7time123
11309	0.991	atemporal	7time123
5289	1.0	atemporal	7time123
1500	0.982	atemporal	7time123
498	0.992	atemporal	7time123
10339	1.0	atemporal	7time123
7072	0.99	atemporal	7time123
9010	0.999	atemporal	7time123
13529	0.99	atemporal	7time123
3599	0.993	atemporal	7time123
2911	0.991	atemporal	7time123
13815	1.0	atemporal	7time123
11130	0.985	atemporal	7time123
5966	1.0	temporal	7time123
14663	0.99	atemporal	7time123
14332	0.999	atemporal	7time123
6144	0.991	atemporal	7time123
12195	1.0	temporal	7time123
7835	0.998	atemporal	7time123
3162	0.997	atemporal	7time123
13296	0.999	atemporal	7time123
11650	1.0	temporal	7time123
8266	0.981	atemporal	7time123
7398	0.992	atemporal	7time123
14524	1.0	atemporal	7time123
5951	0.999	atemporal	7time123
11279	0.984	atemporal	7time123
5403	1.0	atemporal	7time123
10983	0.996	atemporal	7time123
9259	1.0	atemporal	7time123
5308	0.993	atemporal	7time123
14698	0.989	atemporal	7time123
8538	0.998	atemporal	7time123
14054	0.994	atemporal	7time123
14298	0.987	atemporal	7time123
7865	1.0	temporal	7time123
12650	0.998	atemporal	7time123
5317	0.982	atemporal	7time123
1062	0.996	atemporal	7time123
12225	1.0	temporal	7time123
10810	1.0	temporal	7time123
10441	0.999	atemporal	7time123
8148	0.994	atemporal	7time123
6362	0.984	atemporal	7time123
6882	0.997	atemporal	7time123
3964	1.0	temporal	7time123
3265	0.999	atemporal	7time123
9676	0.981	atemporal	7time123
9885	0.997	atemporal	7time123
5817	1.0	atemporal	7time123
522	0.998	atemporal	7time123
5750	0.995	atemporal	7time123
1486	0.991	atemporal	7time123
6651	0.993	atemporal	7time123
5	0.996	atemporal	7time123
2476	0.985	atemporal	7time123
2457	0.986	atemporal	7time123
14844	0.99	atemporal	7time123
1584	0.997	atemporal	7time123
9780	0.985	atemporal	7time123
14724	0.982	atemporal	7time123
13705	0.995	atemporal	7time123
9130	0.989	atemporal	7time123
13989	1.0	temporal	7time123
11049	0.997	atemporal	7time123
9468	0.983	atemporal	7time123
12840	0.986	atemporal	7time123
4105	1.0	temporal	7time123
10131	0.999	atemporal	7time123
2436	0.997	atemporal	7time123
11173	1.0	atemporal	7time123
7450	1.0	atemporal	7time123
7561	0.999	atemporal	7time123
5842	0.998	atemporal	7time123
5361	0.989	atemporal	7time123
14943	0.991	atemporal	7time123
4679	0.996	atemporal	7time123
7506	0.999	atemporal	7time123
9026	0.999	atemporal	7time123
14378	0.999	atemporal	7time123
10781	0.987	atemporal	7time123
6891	0.989	atemporal	7time123
12592	0.997	atemporal	7time123
10879	0.989	atemporal	7time123
5450	0.999	atemporal	7time123
2371	1.0	temporal	7time123
2352	0.994	atemporal	7time123
13649	0.986	atemporal	7time123
1996	1.0	atemporal	7time123
6412	1.0	temporal	7time123
9707	0.99	atemporal	7time123
8371	0.987	atemporal	7time123
13790	0.991	atemporal	7time123
10527	1.0	temporal	7time123
6686	0.997	atemporal	7time123
13900	1.0	temporal	7time123
9912	1.0	atemporal	7time123
5211	0.998	atemporal	7time123
13136	0.996	atemporal	7time123
2687	0.987	atemporal	7time123
7958	1.0	temporal	7time123
681	1.0	atemporal	7time123
4220	0.98	atemporal	7time123
2875	0.982	atemporal	7time123
1487	0.999	atemporal	7time123
4391	1.0	temporal	7time123
12733	0.997	atemporal	7time123
6166	0.982	atemporal	7time123
850	0.977	atemporal	7time123
9531	0.999	atemporal	7time123
632	0.995	atemporal	7time123
7624	0.979	atemporal	7time123
7583	0.987	atemporal	7time123
8869	0.992	atemporal	7time123
5597	0.995	atemporal	7time123
59	0.998	atemporal	7time123
9472	0.993	atemporal	7time123
9765	0.998	atemporal	7time123
5818	1.0	temporal	7time123
2872	0.999	atemporal	7time123
545	0.99	atemporal	7time123
1430	0.992	atemporal	7time123
8513	0.985	atemporal	7time123
1589	0.998	atemporal	7time123
4694	0.998	atemporal	7time123
8618	0.982	atemporal	7time123
3547	1.0	atemporal	7time123
12591	0.997	atemporal	7time123
6285	0.999	atemporal	7time123
10637	0.986	atemporal	7time123
9017	0.98	atemporal	7time123
10744	0.99	atemporal	7time123
1610	1.0	atemporal	7time123
13403	0.997	atemporal	7time123
11001	0.997	atemporal	7time123
11146	0.985	atemporal	7time123
12896	1.0	atemporal	7time123
5385	1.0	temporal	7time123
2370	0.988	atemporal	7time123
7283	1.0	temporal	7time123
3488	0.996	atemporal	7time123
4849	0.998	atemporal	7time123
5787	0.988	atemporal	7time123
10763	0.994	atemporal	7time123
12777	0.979	atemporal	7time123
7264	0.991	atemporal	7time123
12108	0.998	atemporal	7time123
1104	1.0	temporal	7time123
7948	1.0	atemporal	7time123
11238	0.985	atemporal	7time123
7632	0.998	atemporal	7time123
2547	0.996	atemporal	7time123
14137	0.995	atemporal	7time123
8455	1.0	atemporal	7time123
1151	0.99	atemporal	7time123
14962	1.0	atemporal	7time123
10347	0.996	atemporal	7time123
10115	0.997	atemporal	7time123
13903	0.992	atemporal	7time123
4578	0.984	atemporal	7time123
11528	0.983	atemporal	7time123
1694	0.987	atemporal	7time123
2798	0.992	atemporal	7time123
6864	0.994	atemporal	7time123
8900	0.986	atemporal	7time123
10848	0.998	atemporal	7time123
10365	0.985	atemporal	7time123
11299	1.0	atemporal	7time123
14234	0.984	atemporal	7time123
9861	1.0	temporal	7time123
8890	0.986	atemporal	7time123
9385	0.993	atemporal	7time123
5461	0.999	atemporal	7time123
4788	0.995	atemporal	7time123
9562	0.987	atemporal	7time123
4130	0.995	atemporal	7time123
10319	0.983	atemporal	7time123
6526	1.0	atemporal	7time123
509	0.99	atemporal	7time123
5183	0.99	atemporal	7time123
3675	0.987	atemporal	7time123
3303	0.992	atemporal	7time123
8969	0.998	atemporal	7time123
2191	0.995	atemporal	7time123
14208	0.997	atemporal	7time123
7480	0.999	atemporal	7time123
14309	0.997	atemporal	7time123
7061	1.0	temporal	7time123
2200	1.0	temporal	7time123
7653	0.984	atemporal	7time123
10577	0.998	atemporal	7time123
8543	0.988	atemporal	7time123
13518	0.999	atemporal	7time123
23	1.0	temporal	7time123
3267	0.984	atemporal	7time123
11479	0.998	atemporal	7time123
4711	1.0	temporal	7time123
12448	1.0	temporal	7time123
12895	1.0	atemporal	7time123
13258	0.984	atemporal	7time123
123	0.989	atemporal	7time123
7199	0.99	atemporal	7time123
1794	0.982	atemporal	7time123
13674	0.999	atemporal	7time123
10353	0.993	atemporal	7time123
5744	1.0	atemporal	7time123
1254	0.996	atemporal	7time123
1575	0.993	atemporal	7time123
651	0.976	atemporal	7time123
1665	0.999	atemporal	7time123
2800	0.983	atemporal	7time123
3165	0.998	atemporal	7time123
9103	0.993	atemporal	7time123
5702	0.988	atemporal	7time123
1216	0.998	atemporal	7time123
13659	0.997	atemporal	7time123
14647	1.0	atemporal	7time123
8159	1.0	temporal	7time123
7604	0.986	atemporal	7time123
11947	1.0	atemporal	7time123
9099	0.997	atemporal	7time123
3287	1.0	atemporal	7time123
3281	0.996	atemporal	7time123
778	0.977	atemporal	7time123
7531	0.995	atemporal	7time123
14910	1.0	atemporal	7time123
13890	0.999	atemporal	7time123
1602	1.0	temporal	7time123
5707	0.986	atemporal	7time123
5868	0.999	atemporal	7time123
5802	0.985	atemporal	7time123
5861	0.999	atemporal	7time123
7397	0.982	atemporal	7time123
8397	0.99	atemporal	7time123
10167	0.994	atemporal	7time123
1659	0.999	atemporal	7time123
5187	1.0	atemporal	7time123
6700	0.998	atemporal	7time123
9128	0.997	atemporal	7time123
10023	0.999	atemporal	7time123
1218	0.98	atemporal	7time123
6831	1.0	atemporal	7time123
149	0.99	atemporal	7time123
14321	0.998	atemporal	7time123
5948	0.999	atemporal	7time123
8713	0.997	atemporal	7time123
10813	0.987	atemporal	7time123
6098	1.0	atemporal	7time123
4920	0.999	atemporal	7time123
4487	0.996	atemporal	7time123
10628	0.983	atemporal	7time123
5698	1.0	atemporal	7time123
7090	1.0	atemporal	7time123
8386	1.0	atemporal	7time123
12657	0.997	atemporal	7time123
4706	0.996	atemporal	7time123
3273	0.996	atemporal	7time123
5621	0.994	atemporal	7time123
11570	1.0	temporal	7time123
859	0.978	atemporal	7time123
1324	0.98	atemporal	7time123
9122	0.995	atemporal	7time123
14525	1.0	temporal	7time123
12521	0.999	atemporal	7time123
2898	1.0	temporal	7time123
9601	1.0	temporal	7time123
9106	0.995	atemporal	7time123
1661	0.991	atemporal	7time123
6584	0.988	atemporal	7time123
9698	0.991	atemporal	7time123
638	1.0	temporal	7time123
5681	0.987	atemporal	7time123
11276	0.991	atemporal	7time123
4996	0.999	atemporal	7time123
1141	0.978	atemporal	7time123
11635	0.989	atemporal	7time123
9414	0.984	atemporal	7time123
2932	1.0	atemporal	7time123
11129	0.998	atemporal	7time123
6937	0.981	atemporal	7time123
10084	0.985	atemporal	7time123
8283	0.993	atemporal	7time123
4524	0.996	atemporal	7time123
14068	0.994	atemporal	7time123
11231	1.0	atemporal	7time123
12557	0.998	atemporal	7time123
9377	1.0	temporal	7time123
411	0.999	atemporal	7time123
4253	0.991	atemporal	7time123
11494	0.992	atemporal	7time123
269	0.988	atemporal	7time123
1427	0.987	atemporal	7time123
11134	0.999	atemporal	7time123
4994	1.0	atemporal	7time123
224	0.983	atemporal	7time123
5411	1.0	temporal	7time123
7560	0.999	atemporal	7time123
10198	0.998	atemporal	7time123
5052	0.996	atemporal	7time123
6386	0.999	atemporal	7time123
8555	0.99	atemporal	7time123
12064	0.976	atemporal	7time123
9529	0.996	atemporal	7time123
7984	0.999	atemporal	7time123
10183	0.979	atemporal	7time123
10467	1.0	atemporal	7time123
12948	0.99	atemporal	7time123
8183	0.995	atemporal	7time123
5718	1.0	atemporal	7time123
1715	0.985	atemporal	7time123
7016	0.998	atemporal	7time123
593	0.991	atemporal	7time123
13150	1.0	atemporal	7time123
12849	1.0	atemporal	7time123
953	0.983	atemporal	7time123
12529	1.0	temporal	7time123
8410	0.994	atemporal	7time123
384	0.979	atemporal	7time123
3048	0.978	atemporal	7time123
223	1.0	atemporal	7time123
9294	0.979	atemporal	7time123
1886	1.0	temporal	7time123
11797	0.981	atemporal	7time123
957	0.989	atemporal	7time123
2797	0.977	atemporal	7time123
2501	1.0	temporal	7time123
5192	1.0	temporal	7time123
3009	0.979	atemporal	7time123
12560	0.989	atemporal	7time123
10450	0.999	atemporal	7time123
9186	1.0	temporal	7time123
1440	0.98	atemporal	7time123
13724	0.983	atemporal	7time123
897	0.993	atemporal	7time123
9249	0.986	atemporal	7time123
10988	0.993	atemporal	7time123
11182	0.997	atemporal	7time123
4486	0.994	atemporal	7time123
8167	0.996	atemporal	7time123
606	0.999	atemporal	7time123
1635	0.984	atemporal	7time123
5793	0.998	atemporal	7time123
10805	1.0	temporal	7time123
10524	1.0	temporal	7time123
3889	1.0	atemporal	7time123
8751	0.987	atemporal	7time123
27	0.999	atemporal	7time123
322	0.99	atemporal	7time123
7776	0.983	atemporal	7time123
14065	0.985	atemporal	7time123
12953	0.996	atemporal	7time123
13164	0.99	atemporal	7time123
6109	0.981	atemporal	7time123
5225	0.994	atemporal	7time123
160	1.0	temporal	7time123
6511	0.995	atemporal	7time123
13059	0.999	atemporal	7time123
2041	0.991	atemporal	7time123
11561	0.989	atemporal	7time123
9517	0.993	atemporal	7time123
4553	1.0	temporal	7time123
4819	1.0	temporal	7time123
9547	0.997	atemporal	7time123
6095	0.999	atemporal	7time123
8181	1.0	temporal	7time123
10164	1.0	temporal	7time123
6500	0.996	atemporal	7time123
10437	1.0	temporal	7time123
1730	0.987	atemporal	7time123
14485	0.998	atemporal	7time123
5834	0.98	atemporal	7time123
8308	0.998	atemporal	7time123
14067	0.997	atemporal	7time123
7867	0.995	atemporal	7time123
13833	0.985	atemporal	7time123
1817	0.993	atemporal	7time123
14523	0.995	atemporal	7time123
12272	0.999	atemporal	7time123
8645	0.988	atemporal	7time123
12520	1.0	atemporal	7time123
2604	0.999	atemporal	7time123
2980	1.0	atemporal	7time123
11201	0.989	atemporal	7time123
325	0.988	atemporal	7time123
9005	0.981	atemporal	7time123
5644	0.985	atemporal	7time123
6987	0.995	atemporal	7time123
14519	1.0	atemporal	7time123
5909	0.999	atemporal	7time123
1655	0.997	atemporal	7time123
9486	0.987	atemporal	7time123
385	0.999	atemporal	7time123
7792	0.979	atemporal	7time123
5196	1.0	atemporal	7time123
12425	0.997	atemporal	7time123
6916	0.991	atemporal	7time123
1676	1.0	temporal	7time123
10639	0.981	atemporal	7time123
12266	0.986	atemporal	7time123
13161	0.999	atemporal	7time123
13335	1.0	temporal	7time123
4566	0.98	atemporal	7time123
8259	0.998	atemporal	7time123
4742	0.998	atemporal	7time123
6039	0.999	atemporal	7time123
14634	1.0	atemporal	7time123
3115	0.991	atemporal	7time123
8358	0.984	atemporal	7time123
6877	1.0	temporal	7time123
7834	0.989	atemporal	7time123
8503	0.984	atemporal	7time123
8147	0.98	atemporal	7time123
13626	0.993	atemporal	7time123
742	0.992	atemporal	7time123
10434	0.998	atemporal	7time123
5811	0.999	atemporal	7time123
6873	1.0	atemporal	7time123
5095	0.988	atemporal	7time123
4540	1.0	atemporal	7time123
13006	0.985	atemporal	7time123
11392	1.0	atemporal	7time123
4796	1.0	atemporal	7time123
3374	1.0	temporal	7time123
6395	1.0	temporal	7time123
12636	0.995	atemporal	7time123
9699	0.977	atemporal	7time123
7718	0.988	atemporal	7time123
5760	0.987	atemporal	7time123
3339	0.987	atemporal	7time123
7383	0.997	atemporal	7time123
13852	0.98	atemporal	7time123
4548	0.996	atemporal	7time123
1878	0.999	atemporal	7time123
9761	0.986	atemporal	7time123
8586	0.999	atemporal	7time123
11668	0.999	atemporal	7time123
1547	1.0	atemporal	7time123
13243	1.0	temporal	7time123
7082	0.977	atemporal	7time123
14542	0.99	atemporal	7time123
7543	1.0	temporal	7time123
4527	0.982	atemporal	7time123
848	0.999	atemporal	7time123
829	1.0	atemporal	7time123
1505	0.991	atemporal	7time123
1304	0.978	atemporal	7time123
10215	0.988	atemporal	7time123
1525	0.99	atemporal	7time123
199	0.996	atemporal	7time123
13573	0.991	atemporal	7time123
11490	1.0	atemporal	7time123
10137	1.0	atemporal	7time123
3885	1.0	atemporal	7time123
6598	0.989	atemporal	7time123
11938	0.986	atemporal	7time123
4251	0.982	atemporal	7time123
5933	0.991	atemporal	7time123
9971	0.986	atemporal	7time123
6463	1.0	atemporal	7time123
9929	1.0	temporal	7time123
1011	0.985	atemporal	7time123
4747	0.987	atemporal	7time123
583	1.0	temporal	7time123
7840	0.982	atemporal	7time123
13202	1.0	temporal	7time123
11623	0.997	atemporal	7time123
1394	1.0	atemporal	7time123
