INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
1107	0.535	present	8time3
12	0.975	past	8time3
33	0.985	neutral	8time3
1026	0.94	past	8time3
566	0.997	present	8time3
246	0.941	neutral	8time3
397	0.98	neutral	8time3
1563	0.893	future	8time3
1757	0.932	past	8time3
8	0.947	past	8time3
322	0.907	neutral	8time3
1637	0.979	neutral	8time3
728	0.986	neutral	8time3
1410	0.375	present	8time3
1089	0.954	neutral	8time3
824	0.939	future	8time3
72	0.937	past	8time3
479	0.901	past	8time3
1676	0.971	neutral	8time3
591	0.895	future	8time3
1344	0.431	present	8time3
1825	0.929	neutral	8time3
942	0.892	future	8time3
1592	0.925	past	8time3
1159	0.384	present	8time3
108	0.926	neutral	8time3
995	0.936	neutral	8time3
444	0.971	neutral	8time3
286	0.943	present	8time3
769	0.934	neutral	8time3
1498	0.937	past	8time3
54	0.969	future	8time3
303	0.927	neutral	8time3
1610	0.897	future	8time3
1731	0.916	future	8time3
21	0.921	future	8time3
1792	0.9	past	8time3
1155	0.92	past	8time3
1576	0.948	future	8time3
834	0.419	present	8time3
1656	0.936	neutral	8time3
494	0.979	neutral	8time3
264	0.913	future	8time3
431	0.911	neutral	8time3
365	0.91	past	8time3
647	0.907	future	8time3
233	0.933	past	8time3
1434	0.924	future	8time3
474	0.98	neutral	8time3
1796	0.884	future	8time3
1317	0.997	present	8time3
1500	0.946	past	8time3
1750	0.897	neutral	8time3
1104	0.988	neutral	8time3
1520	0.884	future	8time3
1119	0.945	neutral	8time3
31	0.596	present	8time3
172	0.988	neutral	8time3
425	0.92	future	8time3
1411	0.93	neutral	8time3
1374	0.902	neutral	8time3
1331	0.936	neutral	8time3
486	0.952	neutral	8time3
501	0.981	past	8time3
522	0.939	past	8time3
406	0.928	neutral	8time3
1185	0.957	neutral	8time3
438	0.924	neutral	8time3
309	0.918	past	8time3
1067	0.987	neutral	8time3
310	0.943	past	8time3
884	0.723	present	8time3
273	0.906	neutral	8time3
160	0.98	neutral	8time3
1631	0.939	neutral	8time3
266	0.949	future	8time3
1353	0.9	past	8time3
515	0.987	neutral	8time3
485	0.875	future	8time3
1323	0.433	present	8time3
1660	0.541	present	8time3
458	0.95	neutral	8time3
349	0.881	future	8time3
1723	0.898	future	8time3
1636	0.902	neutral	8time3
880	0.631	present	8time3
1132	0.987	neutral	8time3
541	0.976	neutral	8time3
1442	0.914	present	8time3
569	0.997	present	8time3
1288	0.949	neutral	8time3
1321	0.997	present	8time3
905	0.923	neutral	8time3
239	0.41	present	8time3
1853	0.914	past	8time3
1488	0.964	neutral	8time3
131	0.905	past	8time3
1188	0.938	neutral	8time3
367	0.607	present	8time3
253	0.967	neutral	8time3
216	0.973	neutral	8time3
1406	0.926	past	8time3
875	0.898	future	8time3
1786	0.427	present	8time3
194	0.957	neutral	8time3
152	0.987	neutral	8time3
364	0.912	neutral	8time3
1218	0.62	present	8time3
1552	0.949	future	8time3
986	0.909	past	8time3
275	0.982	neutral	8time3
1243	0.957	neutral	8time3
913	0.914	past	8time3
776	0.935	neutral	8time3
960	0.885	future	8time3
846	0.467	present	8time3
836	0.942	neutral	8time3
570	0.996	present	8time3
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
1870	0.864	future	1time4
463	0.98	neutral	1time4
827	0.988	neutral	1time4
1782	0.999	present	1time4
689	0.986	neutral	1time4
923	0.988	neutral	1time4
1065	0.993	present	1time4
538	0.988	neutral	1time4
638	0.988	neutral	1time4
247	0.984	neutral	1time4
1262	0.995	present	1time4
978	0.779	future	1time4
337	0.699	future	1time4
985	0.985	neutral	1time4
1937	0.718	future	1time4
812	0.993	present	1time4
699	0.975	neutral	1time4
707	0.988	neutral	1time4
1346	0.98	neutral	1time4
493	0.996	present	1time4
931	0.982	neutral	1time4
1912	0.536	past	1time4
1273	0.986	neutral	1time4
735	0.978	neutral	1time4
1004	0.988	neutral	1time4
1216	0.979	neutral	1time4
385	0.992	present	1time4
1625	0.888	future	1time4
579	0.988	neutral	1time4
1439	0.977	neutral	1time4
644	0.912	future	1time4
37	0.698	future	1time4
1776	0.988	neutral	1time4
1408	0.993	present	1time4
1810	0.992	neutral	1time4
588	0.985	neutral	1time4
909	0.984	neutral	1time4
816	0.979	neutral	1time4
1351	0.982	neutral	1time4
1571	1.0	future	1time4
105	0.661	future	1time4
642	0.982	neutral	1time4
1465	0.631	future	1time4
348	0.633	future	1time4
1110	0.608	future	1time4
1109	0.993	present	1time4
1084	0.986	neutral	1time4
1093	0.988	neutral	1time4
517	0.993	present	1time4
615	0.925	future	1time4
736	0.988	neutral	1time4
1860	0.982	neutral	1time4
111	0.577	future	1time4
1020	0.703	future	1time4
452	0.585	future	1time4
944	0.976	future	1time4
1617	0.98	neutral	1time4
1212	0.991	present	1time4
1684	0.491	past	1time4
1446	0.993	present	1time4
1146	0.996	present	1time4
780	0.993	present	1time4
687	0.981	neutral	1time4
209	0.994	present	1time4
619	0.999	present	1time4
774	0.996	present	1time4
1832	0.985	neutral	1time4
1807	0.669	future	1time4
572	0.992	present	1time4
710	0.998	present	1time4
1156	0.707	future	1time4
147	0.995	present	1time4
1755	0.997	present	1time4
163	0.999	present	1time4
626	0.988	neutral	1time4
701	0.491	past	1time4
1550	0.978	neutral	1time4
795	0.984	neutral	1time4
309	0.996	present	1time4
1968	0.982	neutral	1time4
356	0.963	future	1time4
781	0.993	present	1time4
1926	0.985	neutral	1time4
272	0.983	neutral	1time4
485	0.997	present	1time4
741	0.977	neutral	1time4
335	0.828	future	1time4
939	0.988	neutral	1time4
1178	0.996	present	1time4
405	0.602	future	1time4
445	0.989	neutral	1time4
446	0.984	neutral	1time4
660	0.98	neutral	1time4
46	0.73	future	1time4
1473	0.979	neutral	1time4
1256	0.601	future	1time4
1986	0.985	neutral	1time4
704	0.988	neutral	1time4
1892	0.979	neutral	1time4
1922	0.985	neutral	1time4
1673	0.984	neutral	1time4
875	0.993	present	1time4
837	0.977	neutral	1time4
892	0.995	present	1time4
715	0.988	neutral	1time4
1511	0.988	neutral	1time4
1083	0.986	neutral	1time4
966	0.985	neutral	1time4
1826	0.976	neutral	1time4
1012	0.659	future	1time4
364	0.986	neutral	1time4
511	0.616	future	1time4
1349	0.981	neutral	1time4
1554	0.75	past	1time4
995	0.988	neutral	1time4
401	0.977	neutral	1time4
1627	0.768	future	1time4
1132	0.617	future	1time4
1283	0.977	neutral	1time4
1634	0.988	neutral	1time4
1314	0.714	future	1time4
1370	0.984	neutral	1time4
937	0.988	neutral	1time4
1990	0.981	neutral	1time4
408	0.993	present	1time4
1021	0.42	past	1time4
595	0.978	neutral	1time4
1728	0.982	neutral	1time4
1585	0.998	present	1time4
1133	0.983	neutral	1time4
1906	0.867	future	1time4
1471	0.979	neutral	1time4
1846	0.982	neutral	1time4
130	0.993	present	1time4
1780	0.982	neutral	1time4
1092	0.987	neutral	1time4
1672	0.659	future	1time4
501	0.995	present	1time4
1775	0.432	past	1time4
1531	0.998	present	1time4
1242	0.978	neutral	1time4
682	0.988	neutral	1time4
1211	0.998	present	1time4
834	0.754	past	1time4
45	0.861	future	1time4
269	0.998	present	1time4
646	0.988	neutral	1time4
555	0.993	present	1time4
1016	0.998	present	1time4
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
786	0.979	neutral	2time4
135	0.988	neutral	2time4
406	0.985	present	2time4
1596	0.968	neutral	2time4
1712	0.992	neutral	2time4
1149	0.979	present	2time4
1287	0.988	neutral	2time4
393	0.965	neutral	2time4
1769	0.979	present	2time4
296	0.843	future	2time4
360	0.984	neutral	2time4
1056	0.989	present	2time4
125	0.988	neutral	2time4
1939	0.888	future	2time4
1396	0.974	neutral	2time4
1989	0.547	past	2time4
456	0.445	past	2time4
973	0.987	neutral	2time4
1882	0.485	past	2time4
1423	0.934	future	2time4
1037	0.983	present	2time4
1648	0.824	future	2time4
5	0.978	neutral	2time4
229	0.849	future	2time4
81	0.988	neutral	2time4
1348	0.971	present	2time4
405	0.992	neutral	2time4
773	0.982	neutral	2time4
770	0.797	future	2time4
214	0.975	present	2time4
57	0.976	neutral	2time4
1227	0.643	past	2time4
160	0.976	neutral	2time4
929	0.999	future	2time4
1773	0.996	present	2time4
1726	0.832	future	2time4
1491	0.96	neutral	2time4
963	0.949	future	2time4
156	0.98	present	2time4
1399	0.974	neutral	2time4
930	0.984	neutral	2time4
240	0.98	neutral	2time4
1911	0.972	present	2time4
1610	0.952	neutral	2time4
1914	0.984	neutral	2time4
1375	0.989	neutral	2time4
1974	0.999	future	2time4
1663	0.983	neutral	2time4
1987	0.978	present	2time4
961	0.419	past	2time4
999	0.992	neutral	2time4
64	0.907	future	2time4
1319	0.999	future	2time4
170	0.953	neutral	2time4
498	0.988	present	2time4
570	0.88	future	2time4
864	0.977	neutral	2time4
709	0.988	present	2time4
878	0.977	present	2time4
470	0.971	future	2time4
741	0.982	present	2time4
1550	0.794	future	2time4
1635	0.988	neutral	2time4
858	0.951	neutral	2time4
1392	0.984	neutral	2time4
912	0.841	future	2time4
612	0.981	neutral	2time4
1617	0.957	neutral	2time4
1142	0.986	present	2time4
974	0.967	neutral	2time4
678	0.973	neutral	2time4
1298	0.987	neutral	2time4
629	0.991	present	2time4
1863	0.99	neutral	2time4
1320	0.999	future	2time4
863	0.972	neutral	2time4
1670	0.952	neutral	2time4
1454	0.992	present	2time4
93	0.987	present	2time4
1890	0.967	neutral	2time4
218	0.975	neutral	2time4
1767	0.945	future	2time4
359	0.984	neutral	2time4
987	0.996	present	2time4
158	0.992	neutral	2time4
550	0.975	neutral	2time4
1455	0.978	neutral	2time4
583	0.988	neutral	2time4
1305	0.914	future	2time4
450	0.992	neutral	2time4
1541	0.961	future	2time4
181	0.909	future	2time4
1852	0.988	neutral	2time4
1662	0.984	neutral	2time4
800	0.97	neutral	2time4
453	0.973	neutral	2time4
1324	0.999	future	2time4
205	0.93	future	2time4
526	0.941	future	2time4
50	0.976	present	2time4
662	0.995	neutral	2time4
1509	0.96	neutral	2time4
1599	0.985	neutral	2time4
1768	0.999	future	2time4
1616	0.983	neutral	2time4
983	0.999	future	2time4
655	0.979	present	2time4
926	0.993	neutral	2time4
17	0.98	present	2time4
1317	0.979	present	2time4
1405	0.952	neutral	2time4
1023	0.987	neutral	2time4
1796	0.987	present	2time4
1151	0.984	neutral	2time4
685	0.483	past	2time4
965	0.999	future	2time4
1628	0.979	neutral	2time4
1780	0.987	present	2time4
330	0.978	present	2time4
1444	0.967	neutral	2time4
1115	0.966	neutral	2time4
1659	0.889	future	2time4
243	0.979	present	2time4
632	0.977	present	2time4
1335	0.961	neutral	2time4
1301	0.986	neutral	2time4
844	0.973	neutral	2time4
1568	0.971	future	2time4
387	0.832	future	2time4
126	0.988	neutral	2time4
200	0.97	present	2time4
1542	0.992	neutral	2time4
1827	0.98	present	2time4
429	0.849	future	2time4
1309	0.882	future	2time4
1483	0.957	neutral	2time4
1510	0.927	future	2time4
1521	0.988	neutral	2time4
1157	0.99	neutral	2time4
460	0.987	neutral	2time4
38	0.987	neutral	2time4
419	0.46	past	2time4
1494	0.988	neutral	2time4
2	0.959	neutral	2time4
777	0.976	present	2time4
494	0.971	present	2time4
1954	0.97	neutral	2time4
1216	0.994	present	2time4
1160	0.986	present	2time4
832	0.981	neutral	2time4
196	0.999	future	2time4
1017	0.473	past	2time4
643	0.964	neutral	2time4
366	0.99	neutral	2time4
1808	0.973	present	2time4
1600	0.982	neutral	2time4
1632	0.984	neutral	2time4
857	0.977	neutral	2time4
1938	0.977	neutral	2time4
1393	0.999	future	2time4
111	0.988	neutral	2time4
1207	0.979	present	2time4
818	0.844	future	2time4
1750	0.983	neutral	2time4
25	0.966	neutral	2time4
1313	0.975	neutral	2time4
306	0.991	future	2time4
263	0.992	present	2time4
1869	0.981	present	2time4
1061	0.743	past	2time4
538	0.988	present	2time4
1182	0.97	present	2time4
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
337	0.945	neutral	3time4
1668	0.682	future	3time4
930	0.924	neutral	3time4
1283	0.988	present	3time4
1952	0.952	future	3time4
1330	0.806	future	3time4
1281	0.945	neutral	3time4
1291	0.934	neutral	3time4
1274	0.657	future	3time4
1697	0.993	neutral	3time4
345	0.978	present	3time4
1494	0.924	neutral	3time4
1045	0.705	future	3time4
1343	0.93	neutral	3time4
707	0.956	present	3time4
37	0.941	neutral	3time4
885	0.968	present	3time4
1081	0.945	neutral	3time4
822	0.931	neutral	3time4
362	0.932	neutral	3time4
1646	0.985	present	3time4
924	0.945	neutral	3time4
134	0.987	present	3time4
306	0.984	present	3time4
390	0.65	future	3time4
622	0.969	present	3time4
148	0.673	future	3time4
1225	0.96	neutral	3time4
459	0.956	present	3time4
1314	0.945	neutral	3time4
1579	0.932	neutral	3time4
1608	0.993	neutral	3time4
608	0.69	past	3time4
1606	0.989	neutral	3time4
1870	0.98	present	3time4
1965	0.957	neutral	3time4
1657	0.962	present	3time4
1689	0.993	neutral	3time4
729	0.957	present	3time4
487	0.673	past	3time4
1337	0.927	neutral	3time4
1525	0.958	neutral	3time4
205	0.989	neutral	3time4
158	0.923	neutral	3time4
771	0.985	neutral	3time4
1661	0.969	neutral	3time4
1154	0.988	neutral	3time4
566	0.775	future	3time4
294	0.955	neutral	3time4
219	0.979	neutral	3time4
1513	0.945	neutral	3time4
1591	0.998	present	3time4
809	0.511	past	3time4
1162	0.957	present	3time4
910	0.72	future	3time4
274	0.716	future	3time4
1829	0.973	present	3time4
510	0.93	neutral	3time4
1064	0.979	neutral	3time4
1856	0.985	neutral	3time4
1631	0.963	present	3time4
448	0.695	future	3time4
1677	0.985	present	3time4
400	0.989	neutral	3time4
1124	0.698	future	3time4
491	0.985	present	3time4
727	0.945	neutral	3time4
699	0.953	future	3time4
1450	0.923	neutral	3time4
693	0.669	future	3time4
863	0.963	future	3time4
129	0.746	future	3time4
1436	0.989	neutral	3time4
1849	0.823	future	3time4
1506	0.654	past	3time4
368	0.987	future	3time4
1663	0.968	neutral	3time4
1165	0.944	neutral	3time4
1041	0.991	neutral	3time4
336	0.993	neutral	3time4
1192	0.989	neutral	3time4
574	0.982	neutral	3time4
1449	0.945	neutral	3time4
530	0.932	neutral	3time4
1928	0.962	present	3time4
1535	0.945	neutral	3time4
71	0.985	present	3time4
1452	0.705	future	3time4
214	0.932	neutral	3time4
409	0.34	past	3time4
937	0.928	neutral	3time4
490	0.923	neutral	3time4
1848	0.972	neutral	3time4
1473	0.948	neutral	3time4
1538	0.799	future	3time4
1017	0.929	neutral	3time4
1997	0.697	future	3time4
1682	0.721	future	3time4
1524	0.958	present	3time4
65	0.973	present	3time4
1392	0.749	future	3time4
1012	0.968	neutral	3time4
1118	0.993	present	3time4
1719	0.991	neutral	3time4
1814	0.983	neutral	3time4
446	0.992	present	3time4
851	0.985	neutral	3time4
916	0.981	neutral	3time4
1402	0.979	neutral	3time4
672	0.981	neutral	3time4
643	0.974	present	3time4
331	0.96	neutral	3time4
410	0.936	neutral	3time4
360	0.727	future	3time4
874	0.945	neutral	3time4
889	0.974	present	3time4
187	0.945	neutral	3time4
318	0.987	neutral	3time4
685	0.929	neutral	3time4
449	0.945	neutral	3time4
1066	0.962	neutral	3time4
1263	0.963	present	3time4
678	0.786	future	3time4
1100	0.909	future	3time4
1977	0.951	neutral	3time4
776	0.958	present	3time4
975	0.987	neutral	3time4
1623	0.99	present	3time4
998	0.835	future	3time4
369	0.971	neutral	3time4
1246	0.982	neutral	3time4
165	0.985	neutral	3time4
543	0.982	neutral	3time4
1145	0.964	present	3time4
1327	0.97	present	3time4
1078	0.644	future	3time4
1569	0.814	future	3time4
501	0.791	future	3time4
1582	0.973	neutral	3time4
458	0.648	future	3time4
1967	0.977	neutral	3time4
1387	0.939	future	3time4
1360	0.927	neutral	3time4
1681	0.985	present	3time4
1313	0.673	future	3time4
485	0.811	future	3time4
418	0.98	present	3time4
1896	0.967	neutral	3time4
593	0.987	present	3time4
1008	0.968	present	3time4
657	0.93	neutral	3time4
656	0.971	present	3time4
808	0.963	neutral	3time4
352	0.993	neutral	3time4
1322	0.981	neutral	3time4
840	0.96	present	3time4
258	0.926	neutral	3time4
340	0.987	neutral	3time4
1999	0.949	future	3time4
25	0.967	neutral	3time4
1769	0.984	present	3time4
1458	0.981	present	3time4
1565	0.736	future	3time4
1245	0.937	neutral	3time4
1161	0.853	future	3time4
1476	0.993	neutral	3time4
1478	0.689	future	3time4
47	0.992	present	3time4
1255	0.978	present	3time4
1875	0.484	past	3time4
1231	0.956	present	3time4
333	0.903	future	3time4
1496	0.988	neutral	3time4
1920	0.933	neutral	3time4
654	0.973	present	3time4
322	0.987	neutral	3time4
1296	0.945	neutral	3time4
1834	0.988	neutral	3time4
330	0.945	neutral	3time4
1839	0.957	present	3time4
1778	0.988	future	3time4
1704	0.958	present	3time4
196	0.335	past	3time4
1609	0.939	neutral	3time4
1451	0.991	neutral	3time4
1639	0.975	present	3time4
7	0.963	neutral	3time4
1666	0.97	neutral	3time4
766	0.824	future	3time4
1891	0.984	present	3time4
1958	0.975	neutral	3time4
86	0.985	future	3time4
1286	0.945	neutral	3time4
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
1402	0.769	present	4time4
1394	0.97	neutral	4time4
71	0.96	neutral	4time4
1086	0.97	neutral	4time4
1606	0.993	neutral	4time4
1903	0.989	neutral	4time4
1469	0.935	future	4time4
151	0.811	present	4time4
889	0.893	future	4time4
1877	0.995	future	4time4
1228	0.952	neutral	4time4
179	0.809	neutral	4time4
1475	0.875	neutral	4time4
1542	0.949	future	4time4
759	0.895	future	4time4
203	0.941	neutral	4time4
1502	0.758	neutral	4time4
945	0.994	past	4time4
968	0.992	past	4time4
7	0.921	present	4time4
1081	0.992	past	4time4
1173	0.978	future	4time4
1286	0.973	neutral	4time4
1409	0.877	future	4time4
137	0.972	future	4time4
1583	0.952	future	4time4
1740	0.866	present	4time4
566	0.96	future	4time4
272	0.87	present	4time4
1073	0.994	past	4time4
248	0.993	neutral	4time4
689	0.927	neutral	4time4
1817	0.875	future	4time4
112	0.943	present	4time4
1119	0.943	neutral	4time4
5	0.952	present	4time4
1597	0.965	neutral	4time4
1106	0.935	future	4time4
823	0.947	neutral	4time4
1622	0.992	neutral	4time4
774	0.989	neutral	4time4
72	0.873	neutral	4time4
457	0.883	future	4time4
1989	0.907	future	4time4
1293	0.93	neutral	4time4
1685	0.956	neutral	4time4
1780	0.923	future	4time4
1072	0.994	past	4time4
1874	0.761	neutral	4time4
51	0.826	neutral	4time4
268	0.97	present	4time4
916	0.997	past	4time4
156	0.972	present	4time4
1660	0.922	neutral	4time4
1937	0.968	neutral	4time4
864	0.97	neutral	4time4
861	0.946	neutral	4time4
24	0.619	present	4time4
1690	0.983	neutral	4time4
717	0.963	neutral	4time4
1451	0.693	present	4time4
94	0.607	present	4time4
1736	0.981	neutral	4time4
837	0.93	future	4time4
1236	0.966	future	4time4
950	0.995	past	4time4
943	0.995	past	4time4
1044	0.994	past	4time4
81	0.873	neutral	4time4
992	0.992	past	4time4
829	0.989	neutral	4time4
955	0.993	past	4time4
479	0.964	future	4time4
1498	0.918	future	4time4
265	0.95	neutral	4time4
116	0.96	present	4time4
1806	0.934	future	4time4
47	0.846	neutral	4time4
139	0.957	present	4time4
1524	0.996	neutral	4time4
133	0.587	present	4time4
990	0.994	past	4time4
1724	0.642	present	4time4
948	0.992	past	4time4
1205	0.806	neutral	4time4
1472	0.708	present	4time4
951	0.995	past	4time4
146	0.987	neutral	4time4
184	0.96	neutral	4time4
625	0.974	neutral	4time4
193	0.467	present	4time4
1094	0.984	future	4time4
131	0.887	neutral	4time4
262	0.964	present	4time4
1590	0.922	neutral	4time4
1882	0.986	neutral	4time4
1341	0.555	present	4time4
982	0.994	past	4time4
1456	0.993	neutral	4time4
1905	0.946	neutral	4time4
489	0.857	neutral	4time4
1956	0.921	future	4time4
477	0.991	future	4time4
1749	0.948	future	4time4
38	0.976	present	4time4
821	0.719	present	4time4
241	0.9	neutral	4time4
198	0.48	present	4time4
1612	0.88	future	4time4
1491	0.866	future	4time4
1613	0.993	neutral	4time4
1885	0.956	future	4time4
587	0.821	neutral	4time4
447	0.948	present	4time4
141	0.788	present	4time4
1631	0.845	neutral	4time4
154	0.98	neutral	4time4
1018	0.992	past	4time4
411	0.959	present	4time4
960	0.994	past	4time4
1895	0.978	neutral	4time4
802	0.946	neutral	4time4
1492	0.879	future	4time4
1898	0.868	neutral	4time4
1159	0.934	neutral	4time4
1541	0.928	future	4time4
247	0.952	present	4time4
235	0.492	present	4time4
10	0.752	neutral	4time4
1983	0.992	neutral	4time4
824	0.954	neutral	4time4
1883	0.989	neutral	4time4
651	0.907	neutral	4time4
1907	0.985	neutral	4time4
1420	0.984	neutral	4time4
1857	0.986	future	4time4
1010	0.995	past	4time4
1233	0.99	future	4time4
709	0.938	neutral	4time4
126	0.937	neutral	4time4
704	0.993	past	4time4
218	0.99	neutral	4time4
846	0.963	neutral	4time4
818	0.785	neutral	4time4
220	0.954	neutral	4time4
432	0.869	future	4time4
55	0.944	present	4time4
1036	0.994	past	4time4
59	0.95	present	4time4
1006	0.992	past	4time4
940	0.995	past	4time4
1672	0.972	neutral	4time4
202	0.992	neutral	4time4
1602	0.985	neutral	4time4
1308	0.916	neutral	4time4
1321	0.965	neutral	4time4
61	0.975	neutral	4time4
1337	0.91	future	4time4
1306	0.995	past	4time4
1714	0.949	future	4time4
342	0.898	future	4time4
1338	0.989	neutral	4time4
1807	0.993	future	4time4
1224	0.95	present	4time4
67	0.399	present	4time4
167	0.99	neutral	4time4
1104	0.967	future	4time4
1936	0.982	neutral	4time4
1670	0.84	neutral	4time4
1185	0.993	neutral	4time4
1155	0.9	future	4time4
87	0.968	future	4time4
60	0.908	neutral	4time4
1310	0.958	neutral	4time4
618	0.905	neutral	4time4
39	0.891	neutral	4time4
90	0.909	neutral	4time4
874	0.978	neutral	4time4
1623	0.918	neutral	4time4
1507	0.899	neutral	4time4
164	0.625	present	4time4
1008	0.993	past	4time4
1782	0.89	neutral	4time4
1304	0.992	past	4time4
771	0.985	past	4time4
937	0.995	past	4time4
714	0.477	present	4time4
1758	0.931	future	4time4
781	0.97	neutral	4time4
1057	0.992	past	4time4
999	0.992	past	4time4
88	0.797	present	4time4
1128	0.98	future	4time4
258	0.884	neutral	4time4
708	0.871	neutral	4time4
166	0.968	present	4time4
1210	0.954	present	4time4
1890	0.861	neutral	4time4
942	0.994	past	4time4
1533	0.902	neutral	4time4
4	0.952	present	4time4
2001	0.777	neutral	4time4
234	0.942	neutral	4time4
1674	0.792	neutral	4time4
1774	0.977	neutral	4time4
1026	0.995	past	4time4
1503	0.98	future	4time4
826	0.962	neutral	4time4
1096	0.988	past	4time4
1543	0.939	neutral	4time4
1213	0.876	present	4time4
136	0.479	present	4time4
1880	0.992	neutral	4time4
1	0.841	present	4time4
111	0.957	neutral	4time4
31	0.837	present	4time4
257	0.99	future	4time4
1295	0.986	neutral	4time4
264	0.394	present	4time4
135	0.879	future	4time4
929	0.999	past	4time4
1720	0.907	present	4time4
1549	0.991	neutral	4time4
1814	0.399	present	4time4
254	0.937	neutral	4time4
155	0.937	neutral	4time4
1696	0.917	future	4time4
28	0.477	present	4time4
216	0.94	present	4time4
1002	0.992	past	4time4
1940	0.972	neutral	4time4
410	0.956	future	4time4
812	0.8	neutral	4time4
970	0.992	past	4time4
180	0.947	present	4time4
1902	0.977	neutral	4time4
1504	0.943	neutral	4time4
1929	0.878	future	4time4
266	0.847	present	4time4
1914	0.965	neutral	4time4
1637	0.992	neutral	4time4
354	0.878	future	4time4
1908	0.863	present	4time4
1906	0.747	present	4time4
1327	0.993	neutral	4time4
1901	0.822	present	4time4
160	0.97	neutral	4time4
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
188	0.974	past	5time4
931	0.952	neutral	5time4
825	0.628	neutral	5time4
1179	0.934	neutral	5time4
1521	0.978	future	5time4
1974	0.931	neutral	5time4
1101	0.916	neutral	5time4
1151	0.994	past	5time4
1565	0.99	neutral	5time4
280	0.92	neutral	5time4
1068	0.487	present	5time4
1622	0.88	neutral	5time4
1057	0.964	past	5time4
1886	0.447	neutral	5time4
606	0.994	neutral	5time4
984	0.903	future	5time4
1334	0.866	present	5time4
611	0.988	neutral	5time4
454	0.906	future	5time4
968	0.964	future	5time4
520	0.992	neutral	5time4
1416	0.949	neutral	5time4
1805	0.956	future	5time4
1049	0.975	future	5time4
1210	0.615	neutral	5time4
211	0.973	neutral	5time4
695	0.828	neutral	5time4
1759	0.956	neutral	5time4
1374	0.603	neutral	5time4
1671	0.727	present	5time4
230	0.95	future	5time4
497	0.915	future	5time4
1786	0.98	future	5time4
1878	0.59	present	5time4
1704	0.588	present	5time4
798	0.976	neutral	5time4
1062	0.951	past	5time4
1894	0.976	future	5time4
1693	0.953	past	5time4
1798	0.935	future	5time4
1243	0.948	past	5time4
1066	0.952	past	5time4
696	0.961	future	5time4
957	0.634	neutral	5time4
248	0.91	neutral	5time4
745	0.97	neutral	5time4
647	0.46	neutral	5time4
1252	0.776	neutral	5time4
850	0.942	future	5time4
1772	0.91	neutral	5time4
1499	0.994	neutral	5time4
531	0.849	neutral	5time4
974	0.842	neutral	5time4
1824	0.833	neutral	5time4
1774	0.995	past	5time4
1109	0.955	future	5time4
1346	0.791	neutral	5time4
382	0.513	present	5time4
1924	0.979	neutral	5time4
1716	0.865	present	5time4
23	0.946	future	5time4
1331	0.991	neutral	5time4
838	0.983	neutral	5time4
796	0.923	future	5time4
1720	0.949	neutral	5time4
1977	0.927	neutral	5time4
958	0.865	present	5time4
1065	0.717	neutral	5time4
746	0.942	past	5time4
1674	0.991	neutral	5time4
799	0.837	neutral	5time4
1811	0.957	past	5time4
1386	0.871	neutral	5time4
1108	0.979	neutral	5time4
71	0.981	future	5time4
536	0.949	past	5time4
1747	0.946	future	5time4
88	0.937	neutral	5time4
238	0.92	neutral	5time4
1461	0.959	neutral	5time4
1480	0.911	future	5time4
753	0.95	future	5time4
1851	0.942	future	5time4
1473	0.932	neutral	5time4
929	0.99	neutral	5time4
1995	0.987	past	5time4
78	0.926	neutral	5time4
1339	0.951	neutral	5time4
762	0.962	past	5time4
912	0.972	neutral	5time4
1612	0.976	neutral	5time4
478	0.93	neutral	5time4
608	0.993	neutral	5time4
246	0.941	future	5time4
139	0.475	neutral	5time4
1415	0.955	future	5time4
1564	0.975	neutral	5time4
1485	0.958	future	5time4
1402	0.955	neutral	5time4
1695	0.962	future	5time4
847	0.507	neutral	5time4
45	0.979	future	5time4
619	0.967	past	5time4
629	0.996	neutral	5time4
670	0.956	neutral	5time4
782	0.957	past	5time4
155	0.996	neutral	5time4
1619	0.946	future	5time4
1846	0.978	neutral	5time4
1728	0.955	future	5time4
948	0.901	future	5time4
524	0.972	neutral	5time4
824	0.736	neutral	5time4
1323	0.499	neutral	5time4
1852	0.921	future	5time4
1369	0.939	neutral	5time4
1358	0.886	neutral	5time4
1653	0.942	neutral	5time4
1063	0.984	past	5time4
1016	0.583	neutral	5time4
229	0.976	past	5time4
1792	0.956	neutral	5time4
741	0.854	neutral	5time4
442	0.937	neutral	5time4
257	0.995	neutral	5time4
801	0.929	neutral	5time4
1107	0.976	neutral	5time4
1664	0.947	past	5time4
1896	0.514	neutral	5time4
1979	0.985	neutral	5time4
987	0.98	neutral	5time4
144	0.929	future	5time4
1833	0.988	past	5time4
651	0.931	neutral	5time4
1276	0.983	neutral	5time4
216	0.928	future	5time4
1304	0.976	neutral	5time4
1686	0.995	past	5time4
1206	0.481	neutral	5time4
892	0.969	neutral	5time4
2001	0.554	neutral	5time4
969	0.949	past	5time4
862	0.994	neutral	5time4
1174	0.913	future	5time4
1687	0.939	neutral	5time4
