

=== Predictions on test data ===

 inst#     actual  predicted error prediction
  1465        1:? 1:temporal       0.643 
  1466        1:? 2:atempora       0.72 
  1467        1:? 2:atempora       0.785 
  1468        1:? 1:temporal       0.638 
  1469        1:? 2:atempora       0.55 
  1470        1:? 1:temporal       0.761 
  1471        1:? 1:temporal       0.57 
  1472        1:? 1:temporal       0.672 
  1473        1:? 1:temporal       0.583 
  1474        1:? 2:atempora       0.744 
  1475        1:? 2:atempora       0.58 
  1476        1:? 1:temporal       0.729 
  1477        1:? 1:temporal       0.646 
  1478        1:? 2:atempora       0.538 
  1479        1:? 2:atempora       0.598 
  1480        1:? 1:temporal       0.583 
  1481        1:? 2:atempora       0.554 
  1482        1:? 1:temporal       0.713 
  1483        1:? 2:atempora       0.542 
  1484        1:? 2:atempora       0.598 
  1485        1:? 2:atempora       0.797 
  1486        1:? 2:atempora       0.784 
  1487        1:? 2:atempora       0.628 
  1488        1:? 1:temporal       0.5 
  1489        1:? 1:temporal       0.812 
  1490        1:? 2:atempora       0.537 
  1491        1:? 2:atempora       0.523 
  1492        1:? 2:atempora       0.889 
  1493        1:? 1:temporal       0.522 
  1494        1:? 2:atempora       0.722 
  1495        1:? 2:atempora       0.538 
  1496        1:? 1:temporal       0.632 
  1497        1:? 2:atempora       0.779 
  1498        1:? 2:atempora       0.538 
  1499        1:? 1:temporal       0.643 
  1500        1:? 1:temporal       0.572 
  1501        1:? 2:atempora       0.538 
  1502        1:? 2:atempora       0.697 
  1503        1:? 2:atempora       0.786 
  1504        1:? 2:atempora       0.833 
  1505        1:? 2:atempora       0.897 
  1506        1:? 1:temporal       0.547 
  1507        1:? 1:temporal       0.624 
  1508        1:? 1:temporal       0.573 
  1509        1:? 2:atempora       0.741 
  1510        1:? 1:temporal       0.643 
  1511        1:? 1:temporal       0.638 
  1512        1:? 2:atempora       0.557 
  1513        1:? 1:temporal       0.648 
  1514        1:? 2:atempora       0.826 
  1515        1:? 2:atempora       0.548 
  1516        1:? 2:atempora       0.697 
  1517        1:? 2:atempora       0.566 
  1518        1:? 1:temporal       0.521 
  1519        1:? 2:atempora       0.591 
  1520        1:? 2:atempora       0.734 
  1521        1:? 2:atempora       0.582 
  1522        1:? 2:atempora       0.668 
  1523        1:? 2:atempora       0.633 
  1524        1:? 2:atempora       0.54 
  1525        1:? 2:atempora       0.515 
  1526        1:? 1:temporal       0.544 
  1527        1:? 2:atempora       0.586 
  1528        1:? 1:temporal       0.5 
  1529        1:? 2:atempora       0.924 
  1530        1:? 2:atempora       0.589 
  1531        1:? 1:temporal       0.672 
  1532        1:? 2:atempora       0.764 
  1533        1:? 2:atempora       0.542 
  1534        1:? 2:atempora       0.523 
  1535        1:? 2:atempora       0.752 
  1536        1:? 2:atempora       0.717 
  1537        1:? 1:temporal       0.6 
  1538        1:? 2:atempora       0.628 
  1539        1:? 2:atempora       0.663 
  1540        1:? 1:temporal       0.704 
  1541        1:? 1:temporal       0.649 
  1542        1:? 2:atempora       0.538 
  1543        1:? 2:atempora       0.782 
  1544        1:? 2:atempora       0.538 
  1545        1:? 2:atempora       0.527 
  1546        1:? 1:temporal       0.633 
  1547        1:? 2:atempora       0.825 
  1548        1:? 2:atempora       0.593 
  1549        1:? 1:temporal       0.566 
  1550        1:? 1:temporal       0.52 
  1551        1:? 2:atempora       0.754 
  1552        1:? 2:atempora       0.508 
  1553        1:? 2:atempora       0.542 
  1554        1:? 2:atempora       0.511 
  1555        1:? 2:atempora       0.523 
  1556        1:? 2:atempora       0.521 
  1557        1:? 1:temporal       0.588 
  1558        1:? 1:temporal       0.547 
  1559        1:? 1:temporal       0.647 
  1560        1:? 1:temporal       0.686 
  1561        1:? 2:atempora       0.774 
  1562        1:? 1:temporal       0.57 
  1563        1:? 2:atempora       0.55 
  1564        1:? 2:atempora       0.574 
  1565        1:? 1:temporal       0.521 
  1566        1:? 2:atempora       0.575 
  1567        1:? 1:temporal       0.5 
  1568        1:? 1:temporal       0.606 
  1569        1:? 1:temporal       0.705 
  1570        1:? 1:temporal       0.58 
  1571        1:? 2:atempora       0.632 
  1572        1:? 2:atempora       0.885 
  1573        1:? 1:temporal       0.661 
  1574        1:? 1:temporal       0.584 
  1575        1:? 1:temporal       0.54 
  1576        1:? 2:atempora       0.506 
  1577        1:? 1:temporal       0.583 
  1578        1:? 2:atempora       0.83 
  1579        1:? 2:atempora       0.569 
  1580        1:? 2:atempora       0.589 
  1581        1:? 1:temporal       0.638 
  1582        1:? 2:atempora       0.549 
  1583        1:? 2:atempora       0.638 
  1584        1:? 1:temporal       0.606 
  1585        1:? 2:atempora       0.771 
  1586        1:? 1:temporal       0.576 
  1587        1:? 2:atempora       0.61 
  1588        1:? 2:atempora       0.515 
  1589        1:? 2:atempora       0.622 
  1590        1:? 2:atempora       0.567 
  1591        1:? 2:atempora       0.518 
  1592        1:? 2:atempora       0.633 
  1593        1:? 2:atempora       0.551 
  1594        1:? 2:atempora       0.7 
  1595        1:? 1:temporal       0.583 
  1596        1:? 2:atempora       0.64 
  1597        1:? 2:atempora       0.614 
  1598        1:? 1:temporal       0.742 
  1599        1:? 2:atempora       0.754 
  1600        1:? 1:temporal       0.673 
  1601        1:? 1:temporal       0.526 
  1602        1:? 1:temporal       0.713 
  1603        1:? 1:temporal       0.672 
  1604        1:? 2:atempora       0.66 
  1605        1:? 1:temporal       0.679 
  1606        1:? 2:atempora       0.618 
  1607        1:? 2:atempora       0.506 
  1608        1:? 1:temporal       0.732 
  1609        1:? 2:atempora       0.54 
  1610        1:? 1:temporal       0.632 
  1611        1:? 1:temporal       0.695 
  1612        1:? 2:atempora       0.558 
  1613        1:? 2:atempora       0.694 
  1614        1:? 2:atempora       0.542 
  1615        1:? 2:atempora       0.559 
  1616        1:? 2:atempora       0.554 
  1617        1:? 1:temporal       0.5 
  1618        1:? 2:atempora       0.558 
  1619        1:? 1:temporal       0.567 
  1620        1:? 2:atempora       0.825 
  1621        1:? 1:temporal       0.697 
  1622        1:? 1:temporal       0.738 
  1623        1:? 2:atempora       0.805 
  1624        1:? 2:atempora       0.522 
  1625        1:? 2:atempora       0.515 
  1626        1:? 1:temporal       0.704 
  1627        1:? 2:atempora       0.64 
  1628        1:? 1:temporal       0.511 
  1629        1:? 2:atempora       0.595 
  1630        1:? 1:temporal       0.674 
  1631        1:? 2:atempora       0.951 
  1632        1:? 1:temporal       0.672 
  1633        1:? 1:temporal       0.798 
  1634        1:? 2:atempora       0.538 
  1635        1:? 1:temporal       0.639 
  1636        1:? 2:atempora       0.771 
  1637        1:? 1:temporal       0.512 
  1638        1:? 2:atempora       0.69 
  1639        1:? 2:atempora       0.53 
  1640        1:? 1:temporal       0.743 
  1641        1:? 1:temporal       0.583 
  1642        1:? 1:temporal       0.672 
  1643        1:? 1:temporal       0.6 
  1644        1:? 1:temporal       0.817 
  1645        1:? 2:atempora       0.538 
  1646        1:? 2:atempora       0.634 
  1647        1:? 1:temporal       0.583 
  1648        1:? 1:temporal       0.672 
  1649        1:? 1:temporal       0.54 
  1650        1:? 1:temporal       0.54 
  1651        1:? 1:temporal       0.68 
  1652        1:? 2:atempora       0.686 
  1653        1:? 1:temporal       0.723 
  1654        1:? 1:temporal       0.816 
  1655        1:? 2:atempora       0.688 
  1656        1:? 2:atempora       0.636 
  1657        1:? 1:temporal       0.765 
  1658        1:? 1:temporal       0.584 
  1659        1:? 2:atempora       0.643 
  1660        1:? 1:temporal       0.547 
  1661        1:? 1:temporal       0.545 
  1662        1:? 2:atempora       0.591 
  1663        1:? 2:atempora       0.741 
  1664        1:? 1:temporal       0.66 
  1665        1:? 2:atempora       0.904 
  1666        1:? 2:atempora       0.725 
  1667        1:? 1:temporal       0.528 
  1668        1:? 1:temporal       0.631 
  1669        1:? 1:temporal       0.528 
  1670        1:? 1:temporal       0.664 
  1671        1:? 1:temporal       0.643 
  1672        1:? 1:temporal       0.709 
  1673        1:? 1:temporal       0.723 
  1674        1:? 2:atempora       0.667 
  1675        1:? 1:temporal       0.672 
  1676        1:? 1:temporal       0.646 
  1677        1:? 1:temporal       0.58 
  1678        1:? 1:temporal       0.672 
  1679        1:? 1:temporal       0.561 
  1680        1:? 1:temporal       0.583 
  1681        1:? 1:temporal       0.633 
  1682        1:? 2:atempora       0.645 
  1683        1:? 2:atempora       0.848 
  1684        1:? 2:atempora       0.631 
  1685        1:? 2:atempora       0.544 
  1686        1:? 2:atempora       0.731 
  1687        1:? 1:temporal       0.576 
  1688        1:? 1:temporal       0.674 
  1689        1:? 2:atempora       0.73 
  1690        1:? 2:atempora       0.573 
  1691        1:? 1:temporal       0.543 
  1692        1:? 2:atempora       0.715 
  1693        1:? 1:temporal       0.546 
  1694        1:? 1:temporal       0.561 
  1695        1:? 1:temporal       0.618 
  1696        1:? 2:atempora       0.527 
  1697        1:? 2:atempora       0.574 
  1698        1:? 2:atempora       0.558 
  1699        1:? 1:temporal       0.543 
  1700        1:? 2:atempora       0.544 
  1701        1:? 1:temporal       0.672 
  1702        1:? 1:temporal       0.533 
  1703        1:? 2:atempora       0.598 
  1704        1:? 1:temporal       0.762 
  1705        1:? 2:atempora       0.74 
  1706        1:? 2:atempora       0.624 
  1707        1:? 2:atempora       0.65 
  1708        1:? 1:temporal       0.526 
  1709        1:? 1:temporal       0.512 
  1710        1:? 2:atempora       0.663 
  1711        1:? 2:atempora       0.783 
  1712        1:? 1:temporal       0.573 
  1713        1:? 1:temporal       0.583 
  1714        1:? 2:atempora       0.558 
  1715        1:? 2:atempora       0.706 
  1716        1:? 1:temporal       0.5 
  1717        1:? 1:temporal       0.797 
  1718        1:? 2:atempora       0.704 
  1719        1:? 2:atempora       0.596 
  1720        1:? 1:temporal       0.583 
  1721        1:? 1:temporal       0.6 
  1722        1:? 1:temporal       0.582 
  1723        1:? 1:temporal       0.643 
  1724        1:? 2:atempora       0.735 
  1725        1:? 1:temporal       0.547 
  1726        1:? 2:atempora       0.557 
  1727        1:? 2:atempora       0.543 
  1728        1:? 2:atempora       0.738 
  1729        1:? 1:temporal       0.5 
  1730        1:? 2:atempora       0.569 
  1731        1:? 2:atempora       0.732 
  1732        1:? 1:temporal       0.638 
  1733        1:? 2:atempora       0.637 
  1734        1:? 2:atempora       0.597 
  1735        1:? 2:atempora       0.694 
  1736        1:? 2:atempora       0.904 
  1737        1:? 2:atempora       0.573 
  1738        1:? 1:temporal       0.687 
  1739        1:? 2:atempora       0.703 
  1740        1:? 1:temporal       0.618 
  1741        1:? 2:atempora       0.538 
  1742        1:? 1:temporal       0.669 
  1743        1:? 1:temporal       0.5 
  1744        1:? 2:atempora       0.575 
  1745        1:? 1:temporal       0.5 
  1746        1:? 1:temporal       0.601 
  1747        1:? 1:temporal       0.539 
  1748        1:? 2:atempora       0.65 
  1749        1:? 1:temporal       0.582 
  1750        1:? 2:atempora       0.514 
  1751        1:? 2:atempora       0.515 
  1752        1:? 2:atempora       0.762 
  1753        1:? 2:atempora       0.682 
  1754        1:? 1:temporal       0.583 
  1755        1:? 2:atempora       0.757 
  1756        1:? 2:atempora       0.558 
  1757        1:? 1:temporal       0.591 
  1758        1:? 2:atempora       0.622 
  1759        1:? 2:atempora       0.748 
  1760        1:? 1:temporal       0.934 
  1761        1:? 2:atempora       0.634 
  1762        1:? 1:temporal       0.526 
  1763        1:? 1:temporal       0.638 
  1764        1:? 1:temporal       0.583 
  1765        1:? 2:atempora       0.543 
  1766        1:? 2:atempora       0.717 
  1767        1:? 2:atempora       0.805 
  1768        1:? 1:temporal       0.532 
  1769        1:? 2:atempora       0.631 
  1770        1:? 1:temporal       0.547 
  1771        1:? 1:temporal       0.638 
  1772        1:? 2:atempora       0.777 
  1773        1:? 1:temporal       0.622 
  1774        1:? 2:atempora       0.531 
  1775        1:? 1:temporal       0.583 
  1776        1:? 2:atempora       0.515 
  1777        1:? 1:temporal       0.678 
  1778        1:? 1:temporal       0.574 
  1779        1:? 1:temporal       0.61 
  1780        1:? 2:atempora       0.632 
  1781        1:? 2:atempora       0.834 
  1782        1:? 2:atempora       0.545 
  1783        1:? 1:temporal       0.672 
  1784        1:? 1:temporal       0.533 
  1785        1:? 1:temporal       0.529 
  1786        1:? 2:atempora       0.512 
  1787        1:? 1:temporal       0.696 
  1788        1:? 2:atempora       0.545 
  1789        1:? 1:temporal       0.583 
  1790        1:? 2:atempora       0.517 
  1791        1:? 2:atempora       0.834 
  1792        1:? 1:temporal       0.602 
  1793        1:? 2:atempora       0.511 
  1794        1:? 1:temporal       0.58 
  1795        1:? 1:temporal       0.532 
  1796        1:? 1:temporal       0.784 
  1797        1:? 2:atempora       0.613 
  1798        1:? 2:atempora       0.571 
  1799        1:? 1:temporal       0.646 
  1800        1:? 1:temporal       0.674 
  1801        1:? 2:atempora       0.677 
  1802        1:? 1:temporal       0.541 
  1803        1:? 1:temporal       0.525 
  1804        1:? 1:temporal       0.547 
  1805        1:? 2:atempora       0.528 
  1806        1:? 2:atempora       0.776 
  1807        1:? 1:temporal       0.583 
  1808        1:? 2:atempora       0.512 
  1809        1:? 2:atempora       0.605 
  1810        1:? 1:temporal       0.665 
  1811        1:? 1:temporal       0.643 
  1812        1:? 1:temporal       0.519 
  1813        1:? 2:atempora       0.542 
  1814        1:? 2:atempora       0.836 
  1815        1:? 1:temporal       0.643 
  1816        1:? 2:atempora       0.816 
  1817        1:? 1:temporal       0.659 
  1818        1:? 1:temporal       0.622 
  1819        1:? 1:temporal       0.622 
  1820        1:? 2:atempora       0.574 
  1821        1:? 1:temporal       0.628 
  1822        1:? 1:temporal       0.514 
  1823        1:? 1:temporal       0.638 
  1824        1:? 2:atempora       0.538 
  1825        1:? 2:atempora       0.518 
  1826        1:? 2:atempora       0.681 
  1827        1:? 2:atempora       0.813 
  1828        1:? 1:temporal       0.536 
  1829        1:? 2:atempora       0.623 
  1830        1:? 1:temporal       0.582 
  1831        1:? 1:temporal       0.638 
  1832        1:? 2:atempora       0.753 
  1833        1:? 1:temporal       0.608 
  1834        1:? 1:temporal       0.641 
  1835        1:? 2:atempora       0.722 
  1836        1:? 1:temporal       0.566 
  1837        1:? 2:atempora       0.56 
  1838        1:? 1:temporal       0.542 
  1839        1:? 2:atempora       0.582 
  1840        1:? 1:temporal       0.655 
  1841        1:? 1:temporal       0.679 
  1842        1:? 2:atempora       0.79 
  1843        1:? 2:atempora       0.718 
  1844        1:? 2:atempora       0.542 
  1845        1:? 2:atempora       0.872 
  1846        1:? 2:atempora       0.801 
  1847        1:? 1:temporal       0.743 
  1848        1:? 2:atempora       0.683 
  1849        1:? 1:temporal       0.518 
  1850        1:? 2:atempora       0.761 
  1851        1:? 1:temporal       0.759 
  1852        1:? 1:temporal       0.643 
  1853        1:? 1:temporal       0.645 
  1854        1:? 2:atempora       0.558 
  1855        1:? 1:temporal       0.638 
  1856        1:? 2:atempora       0.823 
  1857        1:? 1:temporal       0.733 
  1858        1:? 1:temporal       0.746 
  1859        1:? 2:atempora       0.828 
  1860        1:? 2:atempora       0.927 
  1861        1:? 2:atempora       0.563 
  1862        1:? 2:atempora       0.668 
  1863        1:? 1:temporal       0.804 
  1864        1:? 2:atempora       0.597 
  1865        1:? 1:temporal       0.673 
  1866        1:? 1:temporal       0.674 
  1867        1:? 1:temporal       0.743 
  1868        1:? 2:atempora       0.62 
  1869        1:? 2:atempora       0.687 
  1870        1:? 1:temporal       0.873 
  1871        1:? 1:temporal       0.668 
  1872        1:? 2:atempora       0.56 
  1873        1:? 2:atempora       0.532 
  1874        1:? 1:temporal       0.574 
  1875        1:? 1:temporal       0.5 
  1876        1:? 1:temporal       0.768 
  1877        1:? 2:atempora       0.65 
  1878        1:? 1:temporal       0.763 
  1879        1:? 2:atempora       0.738 
  1880        1:? 1:temporal       0.68 
  1881        1:? 1:temporal       0.662 
  1882        1:? 2:atempora       0.528 
  1883        1:? 1:temporal       0.528 
  1884        1:? 1:temporal       0.679 
  1885        1:? 1:temporal       0.539 
  1886        1:? 1:temporal       0.547 
  1887        1:? 2:atempora       0.512 
  1888        1:? 1:temporal       0.643 
  1889        1:? 2:atempora       0.523 
  1890        1:? 2:atempora       0.615 
  1891        1:? 2:atempora       0.554 
  1892        1:? 1:temporal       0.602 
  1893        1:? 1:temporal       0.632 
  1894        1:? 2:atempora       0.858 
  1895        1:? 1:temporal       0.612 
  1896        1:? 2:atempora       0.537 
  1897        1:? 2:atempora       0.604 
  1898        1:? 2:atempora       0.738 
  1899        1:? 1:temporal       0.61 
  1900        1:? 1:temporal       0.674 
  1901        1:? 1:temporal       0.604 
  1902        1:? 2:atempora       0.699 
  1903        1:? 2:atempora       0.586 
  1904        1:? 1:temporal       0.606 
  1905        1:? 2:atempora       0.65 
  1906        1:? 1:temporal       0.5 
  1907        1:? 1:temporal       0.655 
  1908        1:? 1:temporal       0.543 
  1909        1:? 1:temporal       0.693 
  1910        1:? 1:temporal       0.749 
  1911        1:? 2:atempora       0.58 
  1912        1:? 1:temporal       0.5 
  1913        1:? 1:temporal       0.672 
  1914        1:? 2:atempora       0.553 
  1915        1:? 2:atempora       0.636 
  1916        1:? 2:atempora       0.882 
  1917        1:? 1:temporal       0.547 
  1918        1:? 2:atempora       0.575 
  1919        1:? 2:atempora       0.71 
  1920        1:? 1:temporal       0.526 
  1921        1:? 2:atempora       0.741 
  1922        1:? 2:atempora       0.532 
  1923        1:? 2:atempora       0.543 
  1924        1:? 1:temporal       0.658 
  1925        1:? 2:atempora       0.792 
  1926        1:? 2:atempora       0.956 
  1927        1:? 1:temporal       0.784 
  1928        1:? 1:temporal       0.643 
  1929        1:? 2:atempora       0.561 
  1930        1:? 1:temporal       0.791 
  1931        1:? 2:atempora       0.65 
  1932        1:? 1:temporal       0.659 
  1933        1:? 1:temporal       0.523 
  1934        1:? 1:temporal       0.547 
  1935        1:? 1:temporal       0.675 
  1936        1:? 1:temporal       0.583 
  1937        1:? 1:temporal       0.6 
  1938        1:? 1:temporal       0.638 
  1939        1:? 2:atempora       0.555 
  1940        1:? 2:atempora       0.61 
  1941        1:? 2:atempora       0.52 
  1942        1:? 2:atempora       0.601 
  1943        1:? 2:atempora       0.572 
  1944        1:? 1:temporal       0.814 
  1945        1:? 2:atempora       0.613 
  1946        1:? 1:temporal       0.674 
  1947        1:? 1:temporal       0.58 
  1948        1:? 1:temporal       0.686 
  1949        1:? 1:temporal       0.674 
  1950        1:? 2:atempora       0.553 
  1951        1:? 1:temporal       0.666 
  1952        1:? 1:temporal       0.515 
  1953        1:? 1:temporal       0.521 
  1954        1:? 2:atempora       0.587 
  1955        1:? 2:atempora       0.603 
  1956        1:? 2:atempora       0.636 
  1957        1:? 1:temporal       0.507 
  1958        1:? 1:temporal       0.507 
  1959        1:? 1:temporal       0.527 
  1960        1:? 1:temporal       0.583 
  1961        1:? 2:atempora       0.661 
  1962        1:? 1:temporal       0.679 
  1963        1:? 1:temporal       0.643 
  1964        1:? 2:atempora       0.815 
  1965        1:? 1:temporal       0.87 
  1966        1:? 1:temporal       0.643 
  1967        1:? 1:temporal       0.612 
  1968        1:? 1:temporal       0.592 
  1969        1:? 1:temporal       0.543 
  1970        1:? 2:atempora       0.511 
  1971        1:? 1:temporal       0.611 
  1972        1:? 1:temporal       0.645 
  1973        1:? 1:temporal       0.644 
  1974        1:? 2:atempora       0.81 
  1975        1:? 2:atempora       0.514 
  1976        1:? 1:temporal       0.506 
  1977        1:? 2:atempora       0.559 
  1978        1:? 2:atempora       0.582 
  1979        1:? 1:temporal       0.648 
  1980        1:? 1:temporal       0.734 
  1981        1:? 1:temporal       0.527 
  1982        1:? 2:atempora       0.766 
  1983        1:? 1:temporal       0.555 
  1984        1:? 2:atempora       0.65 
  1985        1:? 1:temporal       0.655 
  1986        1:? 1:temporal       0.571 
  1987        1:? 1:temporal       0.565 
  1988        1:? 1:temporal       0.643 
  1989        1:? 1:temporal       0.547 
  1990        1:? 1:temporal       0.72 
  1991        1:? 1:temporal       0.508 
  1992        1:? 2:atempora       0.604 
  1993        1:? 1:temporal       0.583 
  1994        1:? 2:atempora       0.506 
  1995        1:? 1:temporal       0.543 
  1996        1:? 1:temporal       0.612 
  1997        1:? 1:temporal       0.583 
  1998        1:? 1:temporal       0.583 
  1999        1:? 2:atempora       0.778 
  2000        1:? 2:atempora       0.547 
  2001        1:? 1:temporal       0.544 
  2002        1:? 2:atempora       0.834 
  2003        1:? 1:temporal       0.583 
  2004        1:? 2:atempora       0.764 
  2005        1:? 2:atempora       0.55 
  2006        1:? 1:temporal       0.674 
  2007        1:? 1:temporal       0.617 
  2008        1:? 1:temporal       0.57 
  2009        1:? 1:temporal       0.5 
  2010        1:? 1:temporal       0.794 
  2011        1:? 2:atempora       0.628 
  2012        1:? 1:temporal       0.804 
  2013        1:? 1:temporal       0.638 
  2014        1:? 2:atempora       0.624 
  2015        1:? 1:temporal       0.705 
  2016        1:? 1:temporal       0.672 
  2017        1:? 2:atempora       0.755 
  2018        1:? 2:atempora       0.76 
  2019        1:? 2:atempora       0.538 
  2020        1:? 2:atempora       0.662 
  2021        1:? 1:temporal       0.547 
  2022        1:? 1:temporal       0.632 
  2023        1:? 1:temporal       0.513 
  2024        1:? 2:atempora       0.608 
  2025        1:? 2:atempora       0.657 
  2026        1:? 1:temporal       0.622 
  2027        1:? 1:temporal       0.655 
  2028        1:? 1:temporal       0.673 
  2029        1:? 1:temporal       0.574 
  2030        1:? 1:temporal       0.767 
  2031        1:? 1:temporal       0.672 
  2032        1:? 1:temporal       0.561 
  2033        1:? 1:temporal       0.638 
  2034        1:? 2:atempora       0.523 
  2035        1:? 1:temporal       0.514 
  2036        1:? 1:temporal       0.583 
  2037        1:? 1:temporal       0.638 
  2038        1:? 1:temporal       0.641 
  2039        1:? 1:temporal       0.583 
  2040        1:? 1:temporal       0.643 
  2041        1:? 2:atempora       0.552 
  2042        1:? 1:temporal       0.58 
  2043        1:? 2:atempora       0.514 
  2044        1:? 2:atempora       0.805 
  2045        1:? 2:atempora       0.727 
  2046        1:? 2:atempora       0.609 
  2047        1:? 1:temporal       0.574 
  2048        1:? 1:temporal       0.5 
  2049        1:? 1:temporal       0.547 
  2050        1:? 2:atempora       0.541 
  2051        1:? 1:temporal       0.556 
  2052        1:? 2:atempora       0.697 
  2053        1:? 2:atempora       0.555 
  2054        1:? 1:temporal       0.61 
  2055        1:? 2:atempora       0.535 
  2056        1:? 1:temporal       0.746 
  2057        1:? 2:atempora       0.777 
  2058        1:? 2:atempora       0.908 
  2059        1:? 2:atempora       0.705 
  2060        1:? 2:atempora       0.643 
  2061        1:? 1:temporal       0.643 
  2062        1:? 2:atempora       0.555 
  2063        1:? 2:atempora       0.781 
  2064        1:? 1:temporal       0.51 
  2065        1:? 2:atempora       0.81 
  2066        1:? 2:atempora       0.857 
  2067        1:? 1:temporal       0.721 
  2068        1:? 1:temporal       0.5 
  2069        1:? 2:atempora       0.613 
  2070        1:? 1:temporal       0.583 
  2071        1:? 2:atempora       0.543 
  2072        1:? 2:atempora       0.555 
  2073        1:? 1:temporal       0.647 
  2074        1:? 2:atempora       0.542 
  2075        1:? 1:temporal       0.555 
  2076        1:? 2:atempora       0.687 
  2077        1:? 1:temporal       0.672 
  2078        1:? 1:temporal       0.614 
  2079        1:? 2:atempora       0.577 
  2080        1:? 2:atempora       0.558 
  2081        1:? 1:temporal       0.592 
  2082        1:? 2:atempora       0.737 
  2083        1:? 2:atempora       0.514 
  2084        1:? 2:atempora       0.599 
  2085        1:? 2:atempora       0.609 
  2086        1:? 1:temporal       0.547 
  2087        1:? 1:temporal       0.547 
  2088        1:? 1:temporal       0.764 
  2089        1:? 1:temporal       0.662 
  2090        1:? 1:temporal       0.672 
  2091        1:? 2:atempora       0.518 
  2092        1:? 2:atempora       0.538 
  2093        1:? 2:atempora       0.578 
  2094        1:? 2:atempora       0.564 
  2095        1:? 1:temporal       0.649 
  2096        1:? 1:temporal       0.802 
  2097        1:? 2:atempora       0.526 
  2098        1:? 1:temporal       0.507 
  2099        1:? 1:temporal       0.602 
  2100        1:? 2:atempora       0.682 
  2101        1:? 1:temporal       0.524 
  2102        1:? 1:temporal       0.683 
  2103        1:? 1:temporal       0.546 
  2104        1:? 2:atempora       0.739 
  2105        1:? 1:temporal       0.636 
  2106        1:? 1:temporal       0.511 
  2107        1:? 2:atempora       0.725 
  2108        1:? 1:temporal       0.764 
  2109        1:? 1:temporal       0.638 
  2110        1:? 2:atempora       0.629 
  2111        1:? 1:temporal       0.566 
  2112        1:? 1:temporal       0.672 
  2113        1:? 2:atempora       0.584 
  2114        1:? 1:temporal       0.515 
  2115        1:? 2:atempora       0.585 
  2116        1:? 1:temporal       0.531 
  2117        1:? 2:atempora       0.682 
  2118        1:? 1:temporal       0.581 
  2119        1:? 1:temporal       0.583 
  2120        1:? 1:temporal       0.716 
  2121        1:? 1:temporal       0.595 
  2122        1:? 2:atempora       0.656 
  2123        1:? 2:atempora       0.832 
  2124        1:? 1:temporal       0.624 
  2125        1:? 2:atempora       0.738 
  2126        1:? 2:atempora       0.542 
  2127        1:? 1:temporal       0.65 
  2128        1:? 1:temporal       0.658 
  2129        1:? 1:temporal       0.58 
  2130        1:? 2:atempora       0.819 
  2131        1:? 2:atempora       0.657 
  2132        1:? 1:temporal       0.572 
  2133        1:? 2:atempora       0.604 
  2134        1:? 2:atempora       0.678 
  2135        1:? 2:atempora       0.788 
  2136        1:? 1:temporal       0.574 
  2137        1:? 2:atempora       0.509 
  2138        1:? 1:temporal       0.688 
  2139        1:? 2:atempora       0.654 
  2140        1:? 1:temporal       0.721 
  2141        1:? 1:temporal       0.563 
  2142        1:? 1:temporal       0.583 
  2143        1:? 1:temporal       0.576 
  2144        1:? 2:atempora       0.509 
  2145        1:? 1:temporal       0.804 
  2146        1:? 2:atempora       0.625 
  2147        1:? 2:atempora       0.61 
  2148        1:? 2:atempora       0.65 
  2149        1:? 2:atempora       0.514 
  2150        1:? 2:atempora       0.909 
  2151        1:? 2:atempora       0.515 
  2152        1:? 1:temporal       0.583 
  2153        1:? 2:atempora       0.588 
  2154        1:? 2:atempora       0.651 
  2155        1:? 1:temporal       0.621 
  2156        1:? 2:atempora       0.517 
  2157        1:? 2:atempora       0.689 
  2158        1:? 1:temporal       0.575 
  2159        1:? 1:temporal       0.727 
  2160        1:? 1:temporal       0.63 
  2161        1:? 1:temporal       0.567 
  2162        1:? 1:temporal       0.647 
  2163        1:? 1:temporal       0.609 
  2164        1:? 2:atempora       0.655 
  2165        1:? 2:atempora       0.575 
  2166        1:? 1:temporal       0.583 
  2167        1:? 2:atempora       0.604 
  2168        1:? 1:temporal       0.648 
  2169        1:? 1:temporal       0.547 
  2170        1:? 2:atempora       0.589 
  2171        1:? 1:temporal       0.556 
  2172        1:? 1:temporal       0.557 
  2173        1:? 1:temporal       0.637 
  2174        1:? 1:temporal       0.762 
  2175        1:? 1:temporal       0.547 
  2176        1:? 1:temporal       0.551 
  2177        1:? 1:temporal       0.644 
  2178        1:? 1:temporal       0.583 
  2179        1:? 1:temporal       0.671 
  2180        1:? 1:temporal       0.583 
  2181        1:? 1:temporal       0.546 
  2182        1:? 1:temporal       0.674 
  2183        1:? 2:atempora       0.719 
  2184        1:? 2:atempora       0.542 
  2185        1:? 2:atempora       0.618 
  2186        1:? 1:temporal       0.58 
  2187        1:? 1:temporal       0.721 
  2188        1:? 1:temporal       0.583 
  2189        1:? 2:atempora       0.559 
  2190        1:? 2:atempora       0.63 
  2191        1:? 2:atempora       0.659 
  2192        1:? 1:temporal       0.513 
  2193        1:? 2:atempora       0.538 
  2194        1:? 1:temporal       0.508 
  2195        1:? 1:temporal       0.564 
  2196        1:? 1:temporal       0.657 
  2197        1:? 1:temporal       0.58 
  2198        1:? 1:temporal       0.555 
  2199        1:? 1:temporal       0.628 
